Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Datacore - Gallentean Starship Engineering,185848.85,+2.4%,2978,178691.93,195330.03,210000.00,177481.90
Datacore - Graviton Physics,88694.18,+141.5%,3427,84324.18,176640.52,0.00,91007.83
Datacore - High Energy Physics,190442.86,-2.9%,3540,179632.82,204566.14,0.00,203800.41
Datacore - Hydromagnetic Physics,701884.76,-0.7%,2110,718417.39,671537.19,0.00,637455.96
Datacore - Laser Physics,228052.12,-3.1%,1598,223825.52,238355.30,300000.00,139684.47
Datacore - Mechanical Engineering,301141.32,+2.9%,45796,315447.21,295748.40,301174.31,319806.93
Datacore - Minmatar Starship Engineering,323542.92,+5.4%,14711,320576.12,328054.15,293437.56,384381.19
Datacore - Molecular Engineering,345752.89,-23.5%,2845,328392.19,385229.53,0.00,346654.94
Datacore - Nanite Engineering,234267.46,+5.6%,4118,248254.80,210822.55,0.00,208637.35
Datacore - Nuclear Physics,317513.68,+8.1%,3865,319736.04,310251.26,151000.00,343957.06
Datacore - Plasma Physics,241063.27,+8.1%,794,213776.24,297633.94,0.00,156282.05
Datacore - Quantum Physics,336341.39,+2.0%,2832,331835.01,353515.05,0.00,334840.43
Datacore - Rocket Science,290115.08,+4.9%,3397,316908.27,238251.79,0.00,273698.96
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,8418799.56,-0.1%,156,8199947.32,8702616.70,11500000.00,10548417.72
Assembly Instructions,24415442.19,-0.8%,43,23001805.11,37844994.50,0.00,24074371.69
Calibration Data,4580658.80,-3.7%,362,4591983.44,4636913.88,3818181.82,5742654.18
Circuitry Schematics,5409036.59,-14.3%,149,5391171.42,5485307.14,0.00,6690861.24
Circular Logic,1071435.29,+117.8%,69,1071435.29,0.00,0.00,1399123.18
Classic Doctrine,6187772.00,+0.2%,49,6072249.97,9999999.00,0.00,8067640.81
Collision Measurements,5049666.27,+1.9%,55,2000001.21,5267499.49,0.00,5283332.74
Engagement Plan,7521352.06,+0.1%,47,7427998.59,7614705.53,0.00,7726430.22
Formation Layout,4635184.89,+2.8%,127,4540258.53,6111111.11,180000.00,5565590.53
Installation Guide,42277994.50,+25.2%,28,40000000.00,44555989.00,0.00,0.00
Interface Alignment Chart,4330859.96,+30.4%,42,4507434.50,4154285.43,0.00,0.00
Operation Handbook,6489967.30,+2.1%,560,6707580.70,6121586.03,5254545.45,8284470.49
Prototype Diagram,7277766.06,+39.4%,36,0.00,7277766.06,0.00,5821958.81
Sacred Manifesto,3186005.82,-1.0%,148,3001938.10,5500000.00,0.00,3919227.03
Stolen Formulas,45000000.00,-22.1%,7,36999999.99,53000000.00,0.00,31520224.99
Symbiotic Figures,6548814.29,+2.2%,45,5806205.43,8900409.00,0.00,2907291.66
Test Reports,11299999.79,+10.6%,15,11499999.99,11166666.33,0.00,10766161.81
Tuning Instructions,10357142.86,-5.6%,66,7000000.00,11700000.00,0.00,9530481.62
User Manual,3751666.69,-17.3%,49,3505000.07,3875000.00,0.00,3548389.90
War Strategon,25499999.79,+24.8%,18,19999999.71,42000000.00,0.00,0.00
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,106.09,-4.4%,13533296,106.90,101.48,0.00,103.92
Fermionic Condensates,24845.25,+9.2%,32183,24124.26,29899.57,0.00,20088.12
Fernite Carbide,119.13,+1.4%,39866136,120.01,117.07,109.00,113.50
Ferrogel,14024.46,-1.1%,231335,13900.00,14244.83,0.00,13715.46
Fullerides,1048.21,-0.6%,6220274,1045.20,1056.10,515.06,946.33
Hypersynaptic Fibers,5003.95,+5.8%,312679,5108.42,4491.53,0.00,4193.63
Nanotransistors,3208.60,+3.0%,1510066,3156.81,3316.11,671.05,2857.94
Phenolic Composites,824.82,-8.8%,584884,924.23,777.60,500.00,716.54
Sylramic Fibers,195.07,-1.2%,20077283,191.71,212.37,0.00,191.49
Titanium Carbide,124.90,+0.3%,14317930,123.40,131.78,0.00,122.06
Tungsten Carbide,117.47,+1.9%,10280445,116.19,174.41,0.00,102.20
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,467.99,+1088.5%,845,507.00,350.78,0.00,754.75
Central System Controller,3756.86,-11.1%,223,4021.73,3000.99,0.00,11509.72
Defensive Control Node,7137.26,-13.7%,174,7706.09,5700.94,0.00,14127.95
Electromechanical Hull Sheeting,646.67,-0.4%,44138,730.59,463.50,0.00,987.66
Emergent Combat Analyzer,663.67,+384.1%,881,779.75,351.63,0.00,4704.33
Emergent Combat Intelligence,2313.88,-17.3%,207,2542.25,1600.92,0.00,12423.65
Fused Nanomechanical Engines,863.42,+134.7%,1036,959.09,493.97,0.00,760.03
Heuristic Selfassemblers,1091.68,+125.8%,853,1420.18,365.40,0.00,3081.39
Jump Drive Control Nexus,4730.37,+28.3%,195,5546.04,2500.86,0.00,14832.59
Melted Nanoribbons,4819279.05,+1.0%,3132,4911850.87,4578181.87,0.00,5056888.79
Modified Fluid Router,21467.36,-1.0%,27600,21647.59,21039.31,0.00,24212.09
Neurovisual Input Matrix,715.99,+120.0%,7680,693.69,770.01,0.00,1155.35
Powdered C-540 Graphite,679.84,-0.7%,14160,693.34,644.70,0.00,1405.72
Resonance Calibration Matrix,632.77,+874.7%,810,631.54,635.73,0.00,3012.80
Thermoelectric Catalysts,5800.35,+258.3%,229,6309.73,4200.88,0.00,24975.81
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,0.00,+100.0%,15,0.00,0.00,0.00,0.00
Intact Electromechanical Component,13380401.76,-25.3%,11,0.00,0.00,0.00,13380401.76
Intact Hull Section,75803635.22,-33.5%,14,0.00,0.00,0.00,75803635.22
Intact Power Cores,23190973.72,-74.1%,9,0.00,0.00,0.00,23190973.72
Intact Thruster Sections,14675115.91,-48.9%,17,0.00,0.00,0.00,14675115.91
Intact Weapon Subroutines,0.00,+100.0%,8,0.00,0.00,0.00,0.00
Malfunctioning Armor Nanobot,3721595.98,+6.1%,30,3729231.76,3687234.95,0.00,8828871.48
Malfunctioning Electromechanical Component,3272634.92,-90.1%,33,3680339.29,11000.00,0.00,4264219.55
Malfunctioning Hull Section,25074748.57,-37.5%,15,0.00,0.00,0.00,25074748.57
Malfunctioning Power Cores,3757870.53,+98.1%,32,4694567.75,1884476.08,0.00,7690052.79
Malfunctioning Thruster Sections,2723125.00,+0.0%,30,3627500.00,10000.00,0.00,5535280.65
Malfunctioning Weapon Subroutines,5283559.26,+143.6%,20,7993750.01,3476765.43,0.00,13044703.50
Wrecked Armor Nanobot,1396.48,+17876.3%,37,1818.34,500.01,0.00,51493.30
Wrecked Electromechanical Component,74584.05,+206.7%,108,86357.50,1000.00,0.00,22407.09
Wrecked Hull Section,6766136.36,+49.1%,26,7150000.00,2927500.00,0.00,5908460.27
Wrecked Power Cores,223957.69,+35.2%,102,250639.21,500.00,0.00,56394.22
Wrecked Thruster Sections,16844.40,+1327.8%,43,1005.24,100000.00,0.00,17665.11
Wrecked Weapon Subroutines,106993.33,+917.8%,55,110673.51,100001.00,0.00,318426.69
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,1090.66,+1194.8%,736,721.60,2244.00,0.00,7619.47
Datacore - Electronic Subsystems Engineering,2581.44,-29.0%,523,2637.51,2245.00,0.00,4115.91
Datacore - Engineering Subsystems Engineering,13310.90,+45.5%,374,4132.28,27496.04,0.00,4485.39
Datacore - Offensive Subsystems Engineering,4360.40,+4971.0%,608,2390.11,9867.14,0.00,12873.84
Datacore - Propulsion Subsystems Engineering,3402.00,+12787.6%,489,2637.58,7615.61,0.00,4133.02
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,200199.23,-22.5%,277,193069.54,239412.50,0.00,350317.87
Amarr Hybrid Tech Decryptor,89464.28,+674.0%,91,73636.36,147500.00,0.00,116412.71
Caldari Hybrid Tech Decryptor,1961351.06,-22.3%,98,1805230.52,3088888.31,0.00,1932507.49
Gallente Hybrid Tech Decryptor,105510.27,+92.3%,76,69110.75,924499.50,0.00,166165.75
Minmatar Hybrid Tech Decryptor,405923.83,-11.7%,101,357626.76,548400.17,0.00,100353.72
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,3019.11,+11.0%,21598,3317.96,1897.54,0.00,8026.12
Fullerite-C32,5985.40,+19.7%,14186,5929.02,6267.62,0.00,9500.56
Fullerite-C50,3250.50,-21.2%,47429,5448.05,2689.42,0.00,4007.82
Fullerite-C60,561.06,-38.7%,59045,591.22,530.03,0.00,689.03
Fullerite-C70,609.81,+3.8%,43285,694.73,358.15,0.00,688.46
Fullerite-C72,2848.07,+23.2%,43200,2054.94,4000.00,0.00,4242.30
Fullerite-C84,389.61,-36.2%,56742,399.29,347.26,0.00,941.76
Fullerite-C320,72914.53,+0.5%,15477,72914.53,0.00,0.00,58843.92
Fullerite-C540,25000.04,-52.8%,2169,25000.04,0.00,0.00,42070.97
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,3000000.00,+5.8%,92,3000000.00,0.00,0.00,2952854.63
Carbon-86 Epoxy Resin,1367994.50,+13.8%,289,1367994.50,0.00,0.00,1139415.91
Fullerene Intercalated Graphite,383.16,+18.2%,3153,383.16,0.00,0.00,1938.92
Fulleroferrocene,1461.54,+63.3%,6686,1461.54,0.00,0.00,1366.95
Graphene Nanoribbons,59545.45,+23.2%,298,59545.45,0.00,0.00,77946.43
Lanthanum Metallofullerene,1812.93,+398.5%,1570,1812.93,0.00,0.00,6599.41
Methanofullerene,15040.60,-6.0%,430,15040.60,0.00,0.00,9433.10
PPD Fullerene Fibers,7099.12,+0.5%,26724,7099.12,0.00,0.00,7402.19
Scandium Metallofullerene,63829.95,-15.1%,2167,63829.95,0.00,0.00,51886.54
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,155.99,-82.5%,1574955,158.07,1.04,0.00,142.48
Cadmium,1491.13,-55.0%,184757,1500.00,409.50,0.00,1336.91
Caesium,1487.02,-29.8%,145093,0.00,0.00,0.00,1487.02
Chromium,1359.66,-39.8%,407560,1356.94,1500.00,0.00,1527.36
Cobalt,515.72,+19.7%,121570,483.04,600.00,0.00,357.87
Dysprosium,22018.46,+804.5%,103223,0.00,0.00,0.00,22018.46
Evaporite Deposits,332.80,-19.1%,1218559,332.80,0.00,0.00,552.86
Hafnium,696.24,-0.9%,557580,696.24,0.00,0.00,987.81
Hydrocarbons,271.05,-79.2%,1185662,271.05,0.00,0.00,228.53
Mercury,2063.11,-60.9%,367999,2222.95,1850.00,0.00,1638.17
Neodymium,18964.20,-14.8%,3809,19998.99,14999.99,0.00,11680.39
Platinum,2401.89,-38.6%,431205,2493.67,1500.07,0.00,2668.45
Promethium,10887.00,+13.6%,2600,10887.00,0.00,0.00,18230.94
Scandium,296.16,-39.6%,575650,296.16,0.00,0.00,482.01
Silicates,443.89,-17.3%,359870,642.10,421.23,0.00,597.21
Technetium,32329.41,-54.9%,39800,32329.41,0.00,0.00,27654.18
Thulium,1187.59,-60.9%,303319,0.00,0.00,0.00,1187.59
Titanium,1168.51,-95.5%,86417,1450.00,653.25,0.00,852.93
Tungsten,15.53,-14.0%,421308,15.53,0.00,0.00,484.10
Vanadium,1013.64,-6.3%,474148,999.98,1127.97,0.00,874.34
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,880.61,-1.9%,678951,880.61,0.00,0.00,1173.56
Silicon Diborite,2117.83,-61.1%,446394,0.00,0.00,0.00,2117.83
Ceramic Powder,977.10,-13.2%,669461,955.85,1117.98,0.00,885.52
Carbon Polymers,1206.95,-0.0%,3153999,1200.00,2399.00,0.00,1293.68
Crystallite Alloy,3146.05,-21.1%,119851,3149.61,3000.00,0.00,2073.55
Fernite Alloy,1683.87,-14.6%,742199,1594.08,2000.00,0.00,2128.56
Titanium Chromide,3500.00,-24.3%,168531,3500.00,0.00,0.00,2394.55
Rolled Tungsten Alloy,1943.37,+7.6%,303838,0.00,0.00,0.00,1943.37
Hexite,50.28,+2940.6%,529596,50.28,0.00,0.00,4063.32
Caesarium Cadmide,3097.07,+16.5%,143487,0.00,0.00,0.00,3097.07
Solerium,140.89,+100.5%,150066,140.89,0.00,0.00,2657.62
Platinum Technite,19379.51,-7.7%,146864,0.00,0.00,0.00,19379.51
Vanadium Hafnite,62.86,+1852.1%,405237,62.86,0.00,0.00,2907.26
Prometium,11698.31,+21.9%,1778,0.00,0.00,0.00,11698.31
Hyperflurite,8918.88,+140.5%,54683,0.00,0.00,0.00,8918.88
Ferrofluid,12687.98,-96.3%,25340,0.00,0.00,0.00,12687.98
Dysporite,13957.26,-41.8%,19930,0.00,0.00,0.00,13957.26
Neo Mercurite,8100.00,-8.6%,29068,8100.00,0.00,0.00,8071.83
Fluxed Condensates,7015.16,-66.0%,59098,0.00,0.00,0.00,7015.16
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,10901.93,+98.3%,433,5422.36,25675.95,4001.07,12000.00
Capacitor Console,11442436.62,-2.7%,134,11823906.21,9311000.24,8300006.21,11672021.17
Conductive Thermoplastic,32273.40,+9.7%,271,13140.59,35879.58,0.00,14197.39
Current Pump,41078.28,+40.7%,96,39924.90,43518.12,0.00,51793.12
Drone Transceiver,2286.26,-11.3%,100,2560.22,1288.26,0.00,11111.01
Enhanced Ward Console,15286134.39,-13.3%,142,15626529.69,11814102.33,0.00,16134351.71
Impetus Console,42169.78,-3.7%,317,50554.29,20691.64,0.00,33500.04
Intact Armor Plates,19900901.33,-3.8%,158,19995619.44,18946434.29,0.00,22296691.62
Intact Shield Emitter,517225.74,-36.4%,123,389154.81,1129064.47,105500.00,362751.97
Interface Circuit,235575.39,+0.4%,1236,221437.00,278223.08,200000.00,219704.11
Logic Circuit,286195.44,-8.9%,1482,312248.90,245876.97,232100.00,295092.13
Lorentz Fluid,7958.80,-0.9%,219,7972.12,7660.82,0.00,6500.14
Micro Circuit,19000.54,-55.0%,1266,6963.41,24131.63,15401.00,12001.21
Nanite Compound,139793.27,+66.4%,163,141678.66,39867.72,0.00,118385.16
Power Circuit,3176589.62,+0.9%,1025,3199848.37,2989578.79,3000220.41,3590825.79
Power Conduit,19834.67,+37.2%,156,23125.17,11060.00,0.00,11853.70
Single-crystal Superalloy I-beam,6965933.15,-4.3%,355,7056219.04,6628288.68,0.00,7530481.65
Telemetry Processor,5736.19,+63.9%,99,7974.14,2207.21,22002.00,21073.18
Trigger Unit,26102.38,-0.8%,236,25955.47,29174.50,4001.07,39595.17
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,0.00,+100.0%,5400,0.00,0.00,0.00,0.00
Azure Mykoserocin,4001.54,+2.3%,22714,0.00,0.00,4001.54,0.00
Celadon Mykoserocin,1999.99,-11.1%,3763,0.00,1999.99,0.00,7500.00
Golden Mykoserocin,0.00,+100.0%,4237,0.00,0.00,0.00,0.00
Lime Mykoserocin,2400.00,+56.7%,4484,2400.00,0.00,0.00,24035.36
Malachite Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Vermillion Mykoserocin,2844.41,-5.7%,39295,2887.72,277.97,0.00,0.00
Viridian Mykoserocin,5091.10,-10.4%,1316,0.00,0.00,0.00,5091.10
Amber Cytoserocin,78929.69,+0.2%,3434,0.00,0.00,0.00,78929.69
Azure Cytoserocin,14613.79,+0.2%,3230,30000.00,11.13,0.00,0.00
Celadon Cytoserocin,0.00,+100.0%,8667,0.00,0.00,0.00,0.00
Golden Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Lime Cytoserocin,0.00,+100.0%,9335,0.00,0.00,0.00,0.00
Malachite Cytoserocin,0.00,+100.0%,959,0.00,0.00,0.00,0.00
Vermillion Cytoserocin,0.00,+100.0%,7077,0.00,0.00,0.00,0.00
Viridian Cytoserocin,72497.50,-31.0%,7949,0.00,0.00,0.00,72497.50
