Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,+1.6%,25713709523,2.56,2.41,2.58,2.68
Pyerite,5.41,-10.7%,7573330362,5.63,5.07,5.25,5.79
Mexallon,26.71,-1.9%,2082080361,26.96,26.21,26.27,28.31
Isogen,51.00,-1.8%,266625006,52.30,48.46,50.31,52.62
Nocxium,133.23,-2.4%,98750301,140.31,128.53,145.62,123.60
Zydrine,1400.60,+3.5%,21527602,1401.82,1384.01,1461.27,1351.10
Megacyte,2805.58,+6.0%,8152258,2830.98,2811.79,3478.25,2885.75
Morphite,5664.46,+6.4%,661460,5616.89,5912.36,5380.41,5689.76
,,,,,,,
Fuel,,,,,,,
Coolant,1233.39,+53.9%,3506106,1137.38,1833.49,1838.52,1231.79
Enriched Uranium,5581.90,+3.2%,1296889,5722.55,5324.37,5120.60,5300.13
Heavy Water,24.32,-1.3%,19370907,24.19,21.78,23.56,24.65
Helium Isotopes,363.85,+8.4%,10569896,347.31,392.58,393.76,320.19
Hydrogen Isotopes,326.30,+5.7%,116621844,331.78,321.82,332.56,352.54
Nitrogen Isotopes,376.44,+3.9%,13803217,351.70,395.07,474.60,318.00
Oxygen Isotopes,373.03,+1.3%,16517794,382.07,365.51,515.60,349.43
Liquid Ozone,342.16,+22.7%,22149413,316.30,349.19,371.91,281.63
Mechanical Parts,621.11,+1.9%,4415925,631.96,614.10,598.86,649.17
Oxygen,106.44,+32.5%,16351716,109.25,99.19,129.50,121.23
Robotics,6897.88,-3.1%,1402918,6990.48,6863.62,7200.00,6962.73
Strontium Clathrates,801.97,-0.7%,1822834,835.79,658.85,1452.13,667.45
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,129853.50,-2.3%,144395,129598.45,132598.94,123526.79,136148.03
Armor Plates,225918.15,+1.3%,124058,228485.94,211785.20,223527.78,227972.18
Broken Drone Transceiver,41.14,-0.4%,55701,34.10,50.49,100.00,114.38
Burned Logic Circuit,29161.45,+1.9%,384020,29321.83,29206.17,28706.24,30296.77
Charred Micro Circuit,82.92,+14.6%,419580,87.16,60.56,87.76,128.84
Conductive Polymer,88.79,+12.6%,30520,85.08,101.12,100.01,196.13
Contaminated Lorentz Fluid,118.28,-15.5%,39121,136.38,91.22,100.00,167.58
Contaminated Nanite Compound,2428.37,-17.6%,62966,2656.04,2234.26,2000.21,3246.20
Damaged Artificial Neural Network,384.27,+30.4%,53749,368.23,259.38,613.02,325.39
Defective Current Pump,175.98,-43.2%,47293,184.84,154.75,74.24,196.90
Fried Interface Circuit,5222.64,+7.2%,575493,5369.91,4324.68,5211.84,5076.93
Malfunctioning Shield Emitter,262.98,+14.1%,79265,299.03,87.91,300.21,307.41
Melted Capacitor Console,82581.70,+1.7%,18754,83700.63,61650.34,81334.10,75114.45
Scorched Telemetry Processor,156.09,-35.9%,34613,151.17,108.69,115.48,187.90
Smashed Trigger Unit,55.90,-33.9%,157109,56.88,26.37,64.66,127.73
Tangled Power Conduit,1665.27,-94.0%,78312,2366.37,947.17,100.00,219.93
Thruster Console,68.19,+1.0%,85073,56.96,138.51,100.00,162.41
Tripped Power Circuit,43646.42,+1.1%,398329,43973.89,42264.00,42606.61,43921.38
Ward Console,22403.01,-0.9%,43072,22240.57,21475.94,25053.29,19048.22
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,147149.35,-31.3%,0,194527.80,194075.73,216410.78,147149.35
Datacore - Caldari Starship Engineering,149071.00,+30.8%,0,168623.91,235609.57,343947.33,149071.00
Datacore - Electromagnetic Physics,88950.14,+16.9%,0,102222.05,106198.64,194639.18,88950.14
Datacore - Electronic Engineering,315320.05,+4.0%,3961,315320.05,330091.76,229694.46,283670.29
Datacore - Gallentean Starship Engineering,186580.35,+4.5%,0,187220.00,188918.70,118105.08,186580.35
Datacore - Graviton Physics,108885.89,+83.7%,0,126349.64,136544.90,305272.25,108885.89
Datacore - High Energy Physics,196522.89,-0.9%,607,196522.89,180146.00,203429.10,199213.30
