Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.76,-0.5%,31572580640,2.79,2.69,2.76,2.94
Pyerite,6.97,-1.0%,8475492443,7.03,6.91,6.62,7.44
Mexallon,28.41,+1.1%,2276796240,28.67,27.96,27.18,30.84
Isogen,53.32,-0.5%,343058962,53.61,52.80,53.69,55.60
Nocxium,87.05,-5.5%,90587573,85.22,90.17,89.06,81.81
Zydrine,1206.15,-1.6%,24360992,1221.22,1159.30,1276.71,1133.81
Megacyte,2076.99,-3.4%,11730543,2076.64,2017.14,2318.49,2031.06
Morphite,5095.82,+3.8%,607848,5073.87,5106.00,5714.67,5051.17
,,,,,,,
Fuel,,,,,,,
Coolant,1170.22,-3.5%,3715367,1105.62,1286.80,2067.59,1204.28
Enriched Uranium,5433.37,-3.7%,1702592,5603.65,5384.82,5078.20,5300.02
Heavy Water,19.83,-2.2%,34622274,18.95,19.36,30.78,21.34
Helium Isotopes,413.11,+9.6%,21579236,394.36,484.89,449.83,364.89
Hydrogen Isotopes,433.98,-0.1%,125413745,438.81,430.06,437.69,469.88
Nitrogen Isotopes,475.47,+1.9%,20757531,453.14,489.69,595.93,432.24
Oxygen Isotopes,496.98,+0.3%,29254701,489.13,497.03,542.98,423.77
Liquid Ozone,379.25,+3.4%,35545620,373.21,386.21,435.36,325.98
Mechanical Parts,622.18,-0.5%,4015055,619.14,625.98,597.19,655.26
Oxygen,104.91,-2.2%,14737150,109.25,99.95,117.90,116.95
Robotics,6917.31,-0.7%,733390,6959.99,6871.55,7000.00,6930.63
Strontium Clathrates,1038.82,-0.2%,1940342,1132.76,767.03,2613.45,843.18
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,138930.88,+1.1%,151524,138972.02,138310.45,140030.85,145794.51
Armor Plates,199068.68,-2.2%,120638,201153.91,190009.20,196178.51,204445.28
Broken Drone Transceiver,118.85,-18.6%,85626,126.53,98.45,100.00,140.71
Burned Logic Circuit,30609.91,-1.0%,440022,30983.27,29094.13,30529.10,31684.88
Charred Micro Circuit,189.63,-23.0%,427103,214.36,120.24,149.01,358.81
Conductive Polymer,156.99,-0.8%,64682,161.44,149.68,100.00,192.81
Contaminated Lorentz Fluid,150.92,+3.0%,61552,180.04,73.75,100.00,230.16
Contaminated Nanite Compound,2585.97,+4.9%,124249,2689.00,2139.86,2928.77,3252.28
Damaged Artificial Neural Network,397.21,-7.7%,124131,406.39,299.25,400.00,200.08
Defective Current Pump,180.60,+2.9%,36115,189.96,152.57,101.01,326.02
Fried Interface Circuit,3659.26,+7.6%,440269,3565.24,3901.42,4000.27,4414.34
Malfunctioning Shield Emitter,398.91,-44.7%,111217,399.41,420.79,300.19,383.29
Melted Capacitor Console,95960.98,-1.7%,36315,92927.30,103660.39,95289.69,90709.75
Scorched Telemetry Processor,264.01,+2.1%,73285,311.46,131.03,120.03,146.28
Smashed Trigger Unit,162.95,+7.3%,262305,173.43,130.05,92.86,199.08
Tangled Power Conduit,394.21,+1.3%,70165,280.58,417.28,2837.67,243.01
Thruster Console,144.30,-1.8%,98523,145.45,156.05,100.00,215.44
Tripped Power Circuit,37692.41,+0.2%,435434,37979.08,36996.75,36763.54,39205.90
Ward Console,23678.54,-19.2%,78416,24176.55,20629.34,22000.00,19516.43
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,156517.45,+0.6%,1853,146221.84,181142.86,0.00,127194.08
Datacore - Caldari Starship Engineering,151429.44,+47.1%,955,173145.16,141400.58,0.00,171644.78
Datacore - Electromagnetic Physics,106765.32,+17.5%,846,92107.18,124189.15,250000.00,84684.09
Datacore - Electronic Engineering,242432.60,-0.4%,6618,248429.00,237585.60,0.00,217236.31
Datacore - Gallentean Starship Engineering,182168.89,+3.7%,3633,178691.29,186224.70,250000.00,185903.39
Datacore - Graviton Physics,114609.47,+123.8%,1866,109157.96,133380.04,0.00,81401.22
Datacore - High Energy Physics,192230.15,-3.3%,2934,193540.50,191453.66,240000.00,195003.97
Datacore - Hydromagnetic Physics,637739.67,-5.1%,1007,694175.24,618527.68,670000.00,486196.92
Datacore - Laser Physics,145490.04,+11.4%,1357,142686.08,160757.93,0.00,112492.92
Datacore - Mechanical Engineering,326253.98,+7.3%,39703,328091.07,326021.17,318391.53,344289.69
Datacore - Minmatar Starship Engineering,335169.33,+2.9%,6390,363772.08,310555.71,270750.96,363243.62
Datacore - Molecular Engineering,358173.42,+4.8%,2294,364275.63,347648.86,389039.99,336242.87
Datacore - Nanite Engineering,246270.31,-2.9%,2218,251087.94,234151.23,0.00,188549.00
Datacore - Nuclear Physics,334537.53,-4.6%,4262,351494.64,310736.91,424998.98,339650.18
Datacore - Plasma Physics,202405.49,-13.4%,1105,167268.39,221257.04,700000.00,0.00
Datacore - Quantum Physics,363046.55,-0.6%,2409,374106.22,351173.10,304376.78,351150.91
Datacore - Rocket Science,286669.94,+1.0%,2294,296568.29,266242.81,370754.09,257051.38
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,8893848.14,-3.1%,125,8568449.05,9579468.71,9750166.66,11023231.25
Assembly Instructions,28778491.48,-4.1%,25,26501072.50,33333329.43,0.00,0.00
Calibration Data,4861198.97,+3.0%,339,4726731.42,5082453.57,4570588.23,0.00
Circuitry Schematics,4979441.41,-11.7%,116,4900987.33,5263246.04,3578001.48,0.00
Circular Logic,1536218.96,+23.0%,49,1576449.29,450000.00,0.00,1493348.68
Classic Doctrine,8266001.03,-4.0%,40,8266001.03,0.00,0.00,8325850.42
Collision Measurements,6092045.35,+0.2%,48,7022727.20,5121428.43,6000000.00,0.00
Engagement Plan,7754321.64,+6.1%,74,8107913.61,6831053.75,0.00,7199942.23
Formation Layout,4544011.41,+9.6%,58,4378465.70,5375250.00,10000000.00,0.00
Installation Guide,39860867.17,+10.0%,29,39899997.99,38999989.00,0.00,21050006.24
Interface Alignment Chart,2224450.00,+37.4%,35,2251792.86,2208500.00,0.00,4115645.49
Operation Handbook,6247037.85,-0.6%,553,6428835.85,6101309.12,5330203.05,0.00
Prototype Diagram,7784947.21,-8.4%,22,8327272.46,7039250.00,0.00,7044035.75
Sacred Manifesto,3626669.29,-1.5%,150,3657920.21,3596400.02,2500000.00,4645591.63
Stolen Formulas,0.00,+100.0%,22,0.00,0.00,0.00,0.00
Symbiotic Figures,5966735.03,-11.2%,24,1900205.08,8000000.00,0.00,4697356.48
Test Reports,10535715.57,+14.7%,20,12400001.80,5875000.00,0.00,10987888.04
Tuning Instructions,8289677.25,-9.6%,47,8458600.17,7585831.71,0.00,8033134.39
User Manual,2406521.68,-21.0%,37,2452499.79,2100001.00,0.00,3185061.80
War Strategon,23870250.97,+33.4%,15,0.00,0.00,0.00,23870250.97
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,120.38,+5.6%,13064269,119.78,125.08,0.00,108.94
Fermionic Condensates,25557.15,-20.3%,21077,22439.72,29705.26,20000.11,18190.49
Fernite Carbide,116.02,-0.6%,32389882,120.55,112.29,74.96,115.65
Ferrogel,13328.37,-2.4%,146305,13168.12,13683.18,0.00,12761.68
Fullerides,994.34,+9.7%,3287100,961.87,1155.17,516.21,952.10
Hypersynaptic Fibers,4006.46,+0.1%,441276,4063.28,3948.58,575.28,3919.48
Nanotransistors,2970.58,-6.3%,2868976,2833.27,3361.69,2396.83,2579.05
Phenolic Composites,629.98,+10.9%,639934,614.55,685.20,32.15,602.93
Sylramic Fibers,204.82,+1.8%,19463267,204.14,211.55,201.00,201.06
Titanium Carbide,125.89,-6.9%,9053524,124.76,126.43,48.37,119.46
Tungsten Carbide,144.27,-16.4%,3378820,108.56,192.52,30.01,110.30
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,557.31,+329.1%,1343,498.15,364.15,6259.38,707.18
Central System Controller,4627.76,-24.8%,161,5252.16,3001.10,3000.00,12204.83
Defensive Control Node,8318.59,-21.3%,166,8985.05,7378.31,3000.00,14203.72
Electromechanical Hull Sheeting,668.63,+2.2%,33706,742.85,512.73,100.00,1025.23
Emergent Combat Analyzer,659.24,+4.7%,742,811.17,368.04,50.00,1604.76
Emergent Combat Intelligence,3215.25,-19.6%,195,3079.99,3575.27,3000.00,12310.98
Fused Nanomechanical Engines,541.61,+61.6%,799,421.00,532.00,6013.00,1111.02
Heuristic Selfassemblers,1215.87,+2.7%,880,1451.04,388.06,5000.00,2615.88
Jump Drive Control Nexus,5324.34,-16.7%,188,6717.80,2501.10,1500.00,14018.13
Melted Nanoribbons,4811053.91,+0.5%,3451,4872061.14,4767438.36,1400002.25,5163693.92
Modified Fluid Router,21194.11,+1.0%,23769,21828.40,20082.52,975.12,27896.94
Neurovisual Input Matrix,703.71,-0.6%,7321,705.10,708.30,500.00,903.79
