Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.43,+2.2%,25723891415,2.45,2.37,2.39,2.54
Pyerite,4.81,-1.3%,6056382757,4.84,4.75,4.18,5.10
Mexallon,25.62,+4.3%,1927503088,26.29,23.43,22.76,28.00
Isogen,50.19,+4.5%,257204796,51.23,47.51,44.97,52.97
Nocxium,125.22,+0.8%,91201429,125.31,123.63,120.51,120.11
Zydrine,1096.21,+6.8%,21655418,1087.13,1121.05,1211.43,1012.06
Megacyte,2315.86,-0.8%,10189891,2325.05,2282.75,2552.64,2259.26
Morphite,4509.86,-0.4%,957767,4493.44,4589.71,5185.01,4287.32
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,123482.40,+0.4%,100376,123483.34,122761.65,124000.13,130033.79
Armor Plates,228974.14,-14.8%,76587,231065.16,224277.83,226422.85,229955.04
Broken Drone Transceiver,87.58,+14.2%,62898,81.83,121.94,100.00,274.75
Burned Logic Circuit,30656.66,-1.7%,400004,30990.91,29532.57,29114.79,31945.62
Charred Micro Circuit,174.28,-42.6%,331205,186.73,221.87,103.10,405.54
Conductive Polymer,173.14,-20.0%,36821,179.93,140.53,100.00,375.52
Contaminated Lorentz Fluid,358.29,-45.5%,104432,376.07,174.48,100.00,330.48
Contaminated Nanite Compound,3025.33,+1.9%,163381,3159.51,2213.51,1225.21,2992.55
Damaged Artificial Neural Network,818.70,-82.9%,51781,174.81,2693.76,400.00,418.29
Defective Current Pump,167.52,-5.5%,34995,165.42,190.70,100.00,340.26
Fried Interface Circuit,4751.07,+1.1%,439718,4790.34,4661.10,4000.00,4847.51
Malfunctioning Shield Emitter,275.84,+3.2%,65234,306.08,170.98,100.00,433.45
Melted Capacitor Console,89809.56,-1.1%,30820,89695.97,90652.76,87041.04,85182.61
Scorched Telemetry Processor,120.60,+88.0%,31895,93.73,248.45,100.00,314.98
Smashed Trigger Unit,171.92,-41.8%,160522,191.21,184.34,100.00,307.47
Tangled Power Conduit,259.47,-10.5%,24786,257.13,279.29,120.06,371.94
Thruster Console,99.74,+0.3%,71039,100.86,137.82,100.00,313.69
Tripped Power Circuit,50758.39,-19.2%,300327,51673.85,47268.00,49844.97,52553.44
Ward Console,27669.19,-9.4%,82041,27849.97,25009.39,20478.35,25387.98
,,,,,,,
