Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.28,+3.7%,32594638742,2.32,2.18,2.13,2.44
Pyerite,4.25,+1.0%,7593815249,4.27,4.19,4.07,4.41
Mexallon,33.30,+3.4%,2637966184,33.71,32.21,29.36,36.00
Isogen,56.64,+3.0%,269926618,57.44,54.21,48.73,60.53
Nocxium,134.19,-3.1%,74895779,133.79,136.65,154.15,130.39
Zydrine,1116.34,+1.9%,18918188,1129.80,1054.43,1124.80,1071.07
Megacyte,2342.77,+4.1%,8593562,2373.85,2207.92,2386.16,2394.47
Morphite,4034.42,+3.4%,566920,4066.55,3959.28,3400.50,4058.09
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,114366.05,-0.3%,127847,115490.49,108652.49,115640.80,116677.60
Armor Plates,241389.93,+1.9%,94734,242689.66,231228.89,212170.79,245086.54
Broken Drone Transceiver,115.30,-13.1%,68276,122.64,83.33,11.79,189.35
Burned Logic Circuit,29982.12,+0.1%,384915,30178.43,28402.68,25804.48,30760.21
Charred Micro Circuit,192.83,+3.7%,399115,178.78,212.57,34.82,292.86
Conductive Polymer,192.15,-21.9%,73467,170.61,410.39,105.00,202.85
Contaminated Lorentz Fluid,214.13,+0.9%,57780,215.30,120.74,15.23,192.58
Contaminated Nanite Compound,2400.48,+4.2%,84501,2420.99,2258.30,1290.35,2549.88
Damaged Artificial Neural Network,248.54,-0.1%,38280,257.86,215.47,28.45,252.63
Defective Current Pump,304.16,-47.8%,111600,269.35,350.03,10.04,220.82
Fried Interface Circuit,4214.68,+1.3%,379458,4252.13,4031.70,3030.12,4237.66
Malfunctioning Shield Emitter,121.15,+9.2%,64858,125.50,121.76,10.31,301.63
Melted Capacitor Console,117069.27,+6.1%,22068,117509.15,109413.56,107712.51,125597.75
Scorched Telemetry Processor,163.71,-39.4%,41079,180.13,43.46,25.00,213.51
Smashed Trigger Unit,91.36,+9.5%,183631,95.83,66.44,10.05,219.96
Tangled Power Conduit,251.80,-79.7%,19657,293.57,68.16,33.35,283.19
Thruster Console,97.09,-16.4%,76137,98.02,92.74,10.31,194.65
Tripped Power Circuit,71254.04,+1.9%,438533,72255.84,68581.57,58610.50,73292.53
Ward Console,24682.33,+1.4%,26072,24772.20,23501.70,24190.98,24867.34
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6512.14,+53.6%,695,6419.28,6000.15,3065.55,4517.39
Capacitor Console,21126431.57,+10.6%,92,21201763.93,18693771.57,15842353.37,23075190.80
Conductive Thermoplastic,31578.57,+45.4%,185,32177.96,92777.85,6281.09,26287.27
Current Pump,18819.61,+9.9%,114,21025.65,9598.63,3223.68,36834.04
Drone Transceiver,3700.87,+0.2%,328,3709.01,3574.63,2001.18,2322.85
Enhanced Ward Console,15549386.14,-7.3%,61,15765046.91,12865546.48,11931627.65,15097705.49
Impetus Console,9625.05,+14.3%,159,10965.89,368.05,5012.28,29520.20
Intact Armor Plates,23764772.02,-0.0%,154,23855521.57,21393666.38,17797830.84,26562852.95
Intact Shield Emitter,589302.67,+3.7%,130,611015.46,441780.77,307500.75,737166.13
Interface Circuit,91245.79,-30.1%,1105,93639.20,65071.26,37333.78,63854.98
Logic Circuit,185819.78,+1.4%,1089,185819.78,236414.52,265474.05,186199.96
Lorentz Fluid,2694.28,+12.3%,192,3025.03,8972.87,3981.35,2884.53
Micro Circuit,4219.25,+49.3%,1230,4609.58,1743.66,9200.16,6052.33
Nanite Compound,39599.33,-15.0%,168,35751.31,65612.20,24368.43,50495.07
Power Circuit,1162882.33,+19.9%,1116,1200594.59,1038256.53,1635599.65,1533859.59
Power Conduit,2444.64,-17.5%,97,2473.59,49929.19,19932.84,41987.93
Single-crystal Superalloy I-beam,5920064.62,-4.9%,271,5972167.49,5716704.91,3404301.21,5902752.01
Telemetry Processor,112273.92,-10.9%,317,99695.34,117136.85,8546.61,71577.53
Trigger Unit,54533.53,-28.1%,417,54533.53,520.76,5525.01,32327.99
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,362.62,+9.8%,8519770,354.25,394.49,420.21,314.51
Hydrogen Isotopes,315.93,-1.6%,117857364,325.69,311.02,311.38,335.32
Nitrogen Isotopes,335.13,-0.7%,14512392,330.96,342.34,430.10,297.43
Oxygen Isotopes,360.76,-2.2%,18084277,365.49,351.05,373.42,338.13
Heavy Water,17.50,-2.9%,15968165,20.26,16.09,21.00,21.56
Liquid Ozone,220.72,+5.3%,24282759,215.69,223.57,259.56,214.35
Strontium Clathrates,321.94,-30.7%,1382340,354.32,222.92,1193.93,319.37
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,20115.44,-18.5%,780277,19781.42,20982.03,14362.56,18811.82
Enriched Uranium,8654.46,-2.4%,683664,8573.62,8858.49,11533.63,9058.10
Mechanical Parts,7193.70,+14.0%,1296764,7819.82,6311.74,5182.88,6968.32
Oxygen,228.66,+0.6%,6504575,201.10,259.80,195.57,278.48
Robotics,25570.55,+3.8%,519729,25902.15,23857.77,26807.26,26893.69
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,150501.28,+13.9%,0,188136.25,289060.82,90187.02,150501.28
Datacore - Caldari Starship Engineering,98251.51,+86.2%,0,199782.74,161988.27,173844.25,98251.51
Datacore - Electromagnetic Physics,72855.83,-16.3%,1207,71483.78,63889.49,191699.04,57170.04
Datacore - Electronic Engineering,228290.87,+16.0%,0,256819.49,264743.57,211278.46,228290.87
Datacore - Gallentean Starship Engineering,122650.34,+12.2%,0,148874.15,131463.82,199974.44,122650.34
Datacore - Graviton Physics,91454.20,+5.0%,0,99910.57,120820.23,188048.08,91454.20
Datacore - High Energy Physics,130696.57,+10.4%,0,142238.00,122196.54,189008.62,130696.57
Datacore - Hydromagnetic Physics,212411.98,+14.7%,0,244539.72,249780.39,286414.33,212411.98
Datacore - Laser Physics,94078.63,+55.3%,0,145901.16,174442.77,211111.11,94078.63
Datacore - Mechanical Engineering,329678.19,+3.7%,24889,342366.74,317969.90,353933.33,349886.49
Datacore - Minmatar Starship Engineering,320993.34,+14.0%,10928,349320.18,298053.62,324948.59,389746.76
Datacore - Molecular Engineering,189847.41,+22.9%,0,210099.16,208728.58,215135.12,189847.41
Datacore - Nanite Engineering,203269.18,+10.7%,2124,197789.59,207673.00,175516.17,160327.86
Datacore - Nuclear Physics,261702.02,+8.5%,6553,290089.08,241410.35,329637.64,298206.67
Datacore - Plasma Physics,137379.85,+67.6%,0,131438.13,203412.04,617241.38,137379.85
Datacore - Quantum Physics,292918.52,-14.3%,0,351028.68,366301.81,269383.51,292918.52
Datacore - Rocket Science,95824.70,+72.2%,0,149750.44,164481.46,191716.74,95824.70
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,10106426.18,-9.4%,171,10242159.59,9886128.04,8321739.91,12947239.58
Assembly Instructions,32813721.88,+5.9%,16,32144396.58,32636454.18,18687499.75,32825922.97
Calibration Data,3192555.61,+5.4%,285,3169622.42,3251333.91,3646564.81,4272829.53
Circuitry Schematics,5486732.97,+4.7%,173,5580117.95,4937924.63,4209294.91,5994096.21
Circular Logic,859071.48,-28.8%,56,866509.14,1158079.29,3075000.00,1188370.76
Classic Doctrine,7203232.31,-5.8%,13,6857119.22,8079624.88,7500000.00,8974258.82
Collision Measurements,4514541.19,+55.1%,0,5706870.96,4271474.65,5340000.00,4514541.19
Engagement Plan,6635165.23,-35.6%,23,6624435.98,6350719.19,10416666.67,6639445.34
Formation Layout,5668032.61,-17.8%,61,5739860.15,4811871.43,4482500.00,6580330.89
Installation Guide,20929462.21,+13.0%,17,21455032.36,28517242.96,47500000.00,22409376.79
Interface Alignment Chart,3904219.38,+15.3%,0,3800003.91,4569076.93,8149999.50,3904219.38
Operation Handbook,7806225.79,-6.5%,579,7752215.07,7520462.65,7186206.91,9590698.36
Prototype Diagram,4478031.92,+101.0%,0,7722361.61,5762500.06,12000000.00,4478031.92
Sacred Manifesto,4153866.58,+10.2%,158,4153866.58,3982923.00,3627272.73,4743617.63
Stolen Formulas,37640002.33,-20.3%,15,36741178.52,43285714.29,24800000.00,32961037.96
Symbiotic Figures,2926079.44,+105.0%,0,7000609.70,5120834.06,5985785.71,2926079.44
Test Reports,9317517.46,-4.4%,12,10956482.27,7694000.68,10625000.00,9878690.67
Tuning Instructions,5606026.45,+7.0%,0,5511312.63,5943812.50,8050052.63,5606026.45
User Manual,3800678.94,-47.4%,33,3449995.79,3544115.59,5142928.57,2313554.35
War Strategon,22991666.72,-26.1%,12,21431250.04,41271000.00,38499999.99,20108815.04
,,,,,,,
Raw Moon Materials,,,,,,,
Atmospheric Gases,65.28,+14.9%,0,125.20,120.92,91.74,65.28
Cadmium,1278.82,+36.5%,0,1756.97,1698.56,1473.10,1278.82
Caesium,784.15,+90.9%,0,1635.51,871.20,0.00,784.15
Chromium,1801.02,+11.0%,0,1712.65,2217.44,2481.69,1801.02
Cobalt,792.37,-94.6%,0,592.72,616.38,49.32,792.37
Dysprosium,17594.97,+13.7%,0,13132.13,17391.33,200000.00,17594.97
Evaporite Deposits,183.88,+2.8%,0,282.91,342.02,238.67,183.88
Hafnium,462.25,+8.2%,374802,445.26,663.31,132.93,766.38
Hydrocarbons,61.07,+47.4%,633257,64.75,99.36,4.49,104.55
Mercury,2270.80,-29.2%,0,3298.14,2703.75,1050.81,2270.80
Neodymium,18983.26,+26.4%,0,22553.79,14929.37,2000.00,18983.26
Platinum,2462.82,+1.3%,0,2603.21,2450.36,924.39,2462.82
Promethium,10709.10,+273.5%,0,13087.27,10361.78,0.00,10709.10
Scandium,392.13,-66.5%,0,161.38,422.55,176.43,392.13
Silicates,163.35,-9.4%,0,217.81,198.41,25.12,163.35
Technetium,46906.99,-12.6%,0,35620.79,40839.08,2182.83,46906.99
Thulium,615.37,-18.3%,0,671.79,732.59,0.00,615.37
Titanium,675.31,+122.1%,0,925.95,1076.20,567.06,675.31
Tungsten,423.84,+22.7%,0,303.71,515.05,276.11,423.84
Vanadium,1241.75,+28.8%,546967,1207.41,1402.24,1034.74,1455.73
,,,,,,,
Processed Moon Materials,,,,,,,
Caesarium Cadmide,1958.08,+27.7%,0,2666.27,1870.35,4499.99,1958.08
Carbon Polymers,243.64,+184.4%,210426,243.64,183.42,344.54,311.46
Ceramic Powder,316.63,-5.3%,0,372.09,572.04,252.37,316.63
Crystallite Alloy,1814.74,-58.7%,0,1498.61,1603.09,2025.39,1814.74
