Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.57,-0.5%,20857324617,2.61,2.51,2.55,2.71
Pyerite,6.32,+0.3%,5413208825,6.41,6.16,5.75,6.66
Mexallon,26.78,+0.6%,1296524285,26.84,26.70,26.17,28.69
Isogen,50.48,+0.2%,216604724,50.85,48.97,50.84,52.41
Nocxium,95.98,+5.7%,69268647,97.08,91.30,102.43,101.20
Zydrine,1386.63,-2.8%,18507241,1389.20,1368.08,1468.73,1365.58
Megacyte,2661.71,-1.2%,8208971,2656.05,2669.75,2837.43,2743.84
Morphite,5721.65,-2.3%,758549,5792.07,5437.26,7321.25,5957.62
,,,,,,,
Fuel,,,,,,,
Coolant,1213.16,+2.5%,3433411,1130.33,1600.00,1904.82,1228.24
Enriched Uranium,5857.52,-2.1%,744173,6203.95,5300.00,5300.47,5300.62
Heavy Water,23.57,+16.0%,39319037,23.80,22.92,30.62,23.18
Helium Isotopes,355.98,+3.2%,8645235,341.56,414.19,398.92,345.74
Hydrogen Isotopes,335.18,-3.0%,73187673,344.87,326.35,334.52,352.53
Nitrogen Isotopes,378.09,+2.9%,15784264,373.10,386.62,474.61,330.92
Oxygen Isotopes,391.41,+3.6%,12786342,377.07,400.00,476.35,361.91
Liquid Ozone,350.30,+6.5%,27868139,355.92,334.10,358.74,321.82
Mechanical Parts,656.24,-3.6%,2889293,670.72,626.13,610.59,644.73
Oxygen,109.42,+1.5%,9423776,109.25,106.12,141.00,128.90
Robotics,6952.82,+0.0%,554544,6975.77,6890.00,7200.00,6946.07
Strontium Clathrates,808.88,+4.5%,1297325,821.61,783.84,737.23,738.75
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,131864.82,+1.6%,109214,130720.21,136895.98,127052.14,141331.60
Armor Plates,224887.84,+0.3%,93080,228025.26,208951.57,220000.00,231528.64
Broken Drone Transceiver,114.66,-22.2%,51290,91.01,172.17,100.00,164.83
Burned Logic Circuit,31037.90,+1.0%,336308,31239.56,30420.41,30213.26,31681.23
Charred Micro Circuit,137.10,-6.4%,270969,155.91,44.46,70.78,234.26
Conductive Polymer,150.04,-39.3%,46229,153.68,131.10,100.00,164.60
Contaminated Lorentz Fluid,220.33,-40.2%,47803,240.71,149.65,100.00,232.67
Contaminated Nanite Compound,2649.88,+4.4%,84719,2762.80,2129.71,1895.70,2995.99
Damaged Artificial Neural Network,303.29,+0.3%,31624,300.01,259.02,500.00,371.76
Defective Current Pump,215.58,-14.0%,43417,219.74,154.84,134.23,0.00
Fried Interface Circuit,4869.65,+0.6%,337773,5003.31,3989.98,4687.72,4719.49
Malfunctioning Shield Emitter,259.50,-4.5%,52252,270.00,106.14,265.58,481.92
Melted Capacitor Console,84086.91,+1.8%,36454,83782.90,84835.98,83028.89,78300.12
Scorched Telemetry Processor,137.69,-1.3%,21969,140.02,125.47,120.00,0.00
Smashed Trigger Unit,90.36,+8.2%,141625,106.22,14.56,62.01,103.61
Tangled Power Conduit,261.51,-21.4%,28912,266.40,261.40,100.00,0.00
Thruster Console,70.29,-12.8%,86542,51.15,202.58,74.77,268.55
Tripped Power Circuit,44308.00,+2.3%,326330,45240.67,41264.95,41662.35,46403.02
Ward Console,20924.37,+8.4%,23565,20631.34,21427.37,24346.87,19480.59
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,184500.00,-1.2%,675,184500.00,0.00,0.00,153524.19
Datacore - Caldari Starship Engineering,200351.42,+14.8%,570,187004.72,282100.00,0.00,144245.58
Datacore - Electromagnetic Physics,101319.60,-7.2%,1097,103872.69,90599.08,0.00,88666.71
Datacore - Electronic Engineering,309240.17,+6.3%,3481,306752.39,326434.09,0.00,277585.70
Datacore - Gallentean Starship Engineering,190428.63,-0.9%,1949,187967.08,202912.77,0.00,194741.25
Datacore - Graviton Physics,129587.13,+6.2%,609,128223.36,169750.02,0.00,116340.83
Datacore - High Energy Physics,157880.68,+26.6%,2666,146344.11,180473.91,199999.00,207727.66
Datacore - Hydromagnetic Physics,475376.31,-1.3%,1347,485607.93,445890.37,0.00,407471.83
Datacore - Laser Physics,157960.00,+0.5%,263,157406.97,164018.18,0.00,147803.94
Datacore - Mechanical Engineering,376986.95,+1.1%,20947,394116.08,363012.88,439267.85,394216.98
Datacore - Minmatar Starship Engineering,414937.26,+4.4%,10458,421285.77,405980.86,0.00,451263.34
