Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Datacore - Hydromagnetic Physics,578042.95,+15.0%,1614,563795.33,610821.20,0.00,471226.98
Datacore - Laser Physics,180850.10,-1.7%,478,196062.96,135465.07,0.00,112986.76
Datacore - Mechanical Engineering,358157.37,+2.2%,26818,410478.54,334949.69,366778.62,388631.99
Datacore - Minmatar Starship Engineering,373120.24,-13.7%,9212,419887.15,326491.57,447958.43,448788.84
Datacore - Molecular Engineering,304754.74,+4.1%,4198,347762.26,288213.78,296333.33,323141.36
Datacore - Nanite Engineering,192927.44,+24.4%,2268,188634.54,205704.20,151791.04,191468.52
Datacore - Nuclear Physics,325444.60,-2.4%,3174,332207.27,317816.14,315000.00,363106.64
Datacore - Plasma Physics,270806.47,+7.4%,490,290236.80,253190.64,0.00,160335.03
Datacore - Quantum Physics,401904.85,+0.6%,1913,410381.30,400400.33,350000.00,395076.67
Datacore - Rocket Science,259051.76,+3.7%,3735,267512.11,238696.14,311458.33,230994.86
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,9668769.35,+7.6%,134,9261879.99,10093964.91,4707025.00,10594993.72
Assembly Instructions,28946667.04,-18.5%,15,28258333.80,31700000.00,0.00,22608044.87
Calibration Data,4745093.25,+2.3%,332,4714483.84,4779226.74,4000000.00,5647019.48
Circuitry Schematics,4538382.71,-14.9%,146,4040596.31,5039803.46,4011117.67,4588055.78
Circular Logic,979127.36,+115.3%,8,979127.36,0.00,0.00,842015.48
Classic Doctrine,7000254.28,-2.4%,12,7000254.28,0.00,0.00,8266021.60
Collision Measurements,5452592.60,+13.9%,15,7914814.82,3811111.12,0.00,4973948.38
Engagement Plan,7172107.54,+19.6%,31,7703703.70,6954636.38,0.00,7133280.74
Formation Layout,4656200.38,-5.8%,75,4656200.38,0.00,0.00,5652241.54
Installation Guide,19880500.59,+119.5%,0,0.00,0.00,0.00,19880500.59
Interface Alignment Chart,4429380.88,+20.0%,34,4761702.94,4097058.82,0.00,4638234.39
Operation Handbook,6782125.78,+1.2%,674,6624308.90,6951591.95,4662200.00,7925453.76
Prototype Diagram,8874750.01,+5.6%,4,9166333.35,8000000.00,0.00,7153718.47
Sacred Manifesto,3430484.93,-2.5%,99,3424896.99,3701500.02,0.00,4117151.21
Stolen Formulas,40000000.00,-9.8%,1,40000000.00,0.00,0.00,36705212.95
Symbiotic Figures,7670833.32,-21.5%,12,8000000.00,7435714.27,0.00,4723250.21
Test Reports,13250000.00,+3.8%,6,13875000.00,12000000.00,0.00,10728978.56
Tuning Instructions,7127700.21,+8.7%,10,6502000.00,7197222.46,0.00,7520010.17
User Manual,3355786.37,-63.0%,15,3533599.65,2200000.00,0.00,2932568.07
War Strategon,17510873.54,+95.1%,0,0.00,0.00,0.00,17510873.54
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,118.55,+4.5%,13972512,116.88,128.13,0.00,105.24
Fermionic Condensates,21149.39,+0.7%,21375,20791.20,29102.25,26998.95,20094.15
Fernite Carbide,98.71,-3.3%,44442291,99.08,98.30,51.88,95.94
Ferrogel,13310.78,+6.6%,114215,13182.10,13616.72,0.00,11921.14
Fullerides,1050.38,-8.7%,4608631,1010.19,1230.86,517.20,923.71
Hypersynaptic Fibers,3603.11,-38.0%,189186,3332.18,4199.85,291.96,3108.84
Nanotransistors,2605.59,-8.1%,1956595,2651.40,2848.56,813.18,2580.15
Phenolic Composites,572.10,-6.5%,1085032,562.77,698.95,0.00,474.13
Sylramic Fibers,183.45,-3.0%,20067576,180.23,208.58,55.04,182.18
Titanium Carbide,126.69,-11.0%,7684567,108.16,133.68,0.00,100.28
Tungsten Carbide,110.09,-6.7%,10333995,109.47,123.65,0.00,115.59
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,1434.81,-42.0%,1691,1524.89,404.83,0.00,2973.94
Central System Controller,16779.46,-55.7%,202,8591.13,43050.33,0.00,20141.16
Defensive Control Node,10918.94,-9.8%,168,11369.46,6008.83,10.00,15366.49
Electromechanical Hull Sheeting,822.08,-13.2%,37627,756.06,1041.21,100.00,1271.44
Emergent Combat Analyzer,974.43,+7.3%,645,1077.54,762.46,50.00,3852.00
Emergent Combat Intelligence,4456.43,-24.9%,144,4872.00,1817.56,10.00,22744.93
Fused Nanomechanical Engines,1204.53,-12.2%,687,1280.97,559.17,10.00,4358.09
Heuristic Selfassemblers,1732.09,-1.7%,661,1968.80,765.43,10.00,4683.31
Jump Drive Control Nexus,8218.48,-7.3%,116,8822.05,3001.00,10.00,22480.19
Melted Nanoribbons,4895446.01,+2.1%,3588,4901765.08,4870205.52,4938888.89,5090449.89
Modified Fluid Router,22272.26,-2.1%,22302,23001.63,20097.51,5074.47,20939.83
Neurovisual Input Matrix,871.83,-15.9%,7023,711.05,1289.13,500.00,411.75
Powdered C-540 Graphite,940.67,-1.0%,11763,1010.01,576.56,10.00,1344.83
Resonance Calibration Matrix,1380.81,-4.5%,633,1477.14,862.22,10.00,7573.03
Thermoelectric Catalysts,19134.51,-32.8%,223,14023.93,34745.02,0.00,24115.64
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,17003210.99,-5.9%,0,0.00,0.00,0.00,17003210.99
Intact Electromechanical Component,12896706.29,-22.5%,0,0.00,0.00,0.00,12896706.29
Intact Hull Section,73200075.79,+0.9%,0,0.00,0.00,0.00,73200075.79
Intact Power Cores,23375320.52,-74.3%,0,0.00,0.00,0.00,23375320.52
Intact Thruster Sections,15805025.79,-52.5%,0,0.00,0.00,0.00,15805025.79
Intact Weapon Subroutines,21000001.86,-74.9%,0,0.00,0.00,0.00,21000001.86
Malfunctioning Armor Nanobot,5091489.97,+27.6%,6,7900000.00,3687234.95,0.00,7069877.73
Malfunctioning Electromechanical Component,2392187.50,-9.8%,8,2627500.00,2000000.00,0.00,3873731.45
Malfunctioning Hull Section,21000000.00,+14.3%,2,21000000.00,0.00,0.00,24816152.60
Malfunctioning Power Cores,8142857.14,+3.2%,7,9400000.00,5000000.00,0.00,9208838.01
Malfunctioning Thruster Sections,3251000.00,-2.9%,5,3627500.00,3000000.00,0.00,4851956.04
Malfunctioning Weapon Subroutines,10401111.11,+20.2%,9,10722000.00,10000000.00,0.00,14132686.49
Wrecked Armor Nanobot,2500.00,+13269.3%,9,2500.00,0.00,0.00,46466.81
Wrecked Electromechanical Component,18981.00,+3923.5%,20,22277.65,300.00,0.00,26144.90
Wrecked Hull Section,4350362.86,+97.4%,7,4919487.90,2927550.26,0.00,5202137.21
Wrecked Power Cores,1638.46,+12148.1%,13,2500.00,260.00,0.00,83254.57
Wrecked Thruster Sections,1848.44,+11992.0%,16,3500.00,196.88,0.00,32843.28
Wrecked Weapon Subroutines,239501.08,+280.6%,26,101589.88,500000.00,0.00,292496.45
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,6114.23,+582.8%,175,2000.00,41999.50,0.00,8281.32
Datacore - Electronic Subsystems Engineering,6287.60,+113.7%,363,6287.60,0.00,0.00,5156.63
Datacore - Engineering Subsystems Engineering,24690.37,-94.6%,949,25429.18,2058.33,0.00,4993.24
Datacore - Offensive Subsystems Engineering,9843.76,+1145.4%,436,9146.76,20000.00,0.00,4863.09
Datacore - Propulsion Subsystems Engineering,42701.65,+182.5%,243,43358.65,16750.00,0.00,8790.82
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,272334.36,+35.2%,165,271407.31,302000.00,0.00,416020.79
Amarr Hybrid Tech Decryptor,144063.79,+591.7%,47,72275.00,554285.43,0.00,161682.61
Caldari Hybrid Tech Decryptor,1902370.41,+67.7%,54,1182285.81,2360606.06,0.00,3084981.68
Gallente Hybrid Tech Decryptor,235219.15,-44.2%,146,180999.96,420878.79,0.00,155619.77
Minmatar Hybrid Tech Decryptor,135187.41,+125.2%,115,105931.68,666666.50,0.00,116458.89
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,5615.05,-68.8%,16528,5245.57,6582.16,0.00,5636.37
Fullerite-C32,8051.36,+43.7%,23206,7277.50,10317.13,0.00,13819.21
Fullerite-C50,3931.76,-12.1%,42181,4055.76,2868.03,3500.00,4770.25
Fullerite-C60,516.01,-61.6%,31432,504.77,529.95,0.00,631.07
Fullerite-C70,504.97,-24.9%,22011,423.48,572.95,0.00,692.45
Fullerite-C72,2626.12,+5.1%,20721,2564.10,2708.47,0.00,4143.30
Fullerite-C84,303.20,-16.1%,14663,289.26,347.59,0.00,941.34
Fullerite-C320,56108.50,+22.1%,6719,52399.51,67058.76,0.00,61154.65
Fullerite-C540,51320.39,-13.5%,0,0.00,0.00,0.00,51320.39
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,2808000.01,+10.6%,10,2808000.01,0.00,0.00,3260002.80
Carbon-86 Epoxy Resin,1167027.56,+3.9%,127,1044551.29,2599999.99,0.00,1102969.19
Fullerene Intercalated Graphite,3000.00,-17.3%,6300,0.00,3000.00,0.00,2214.21
Fulleroferrocene,1899.00,-29.7%,10000,0.00,1899.00,0.00,1331.83
Graphene Nanoribbons,52057.01,+16.0%,259,52057.01,0.00,0.00,72404.18
Lanthanum Metallofullerene,7000.00,-90.5%,500,0.00,7000.00,0.00,5826.99
Methanofullerene,9999.00,+0.0%,3525,0.00,9999.00,0.00,12232.67
PPD Fullerene Fibers,6436.58,+0.0%,4582,181.99,9000.00,0.00,8303.15
Scandium Metallofullerene,21576.22,-40.6%,900,4466.15,44990.00,0.00,41257.77
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,150.00,-28.0%,39200,150.00,0.00,0.00,166.41
Cadmium,1952.71,-10.7%,220033,1837.05,2190.50,0.00,2035.23
Caesium,401.00,-9.4%,1861,401.00,0.00,0.00,1169.55
Chromium,1744.29,-37.3%,37800,2259.86,311.01,0.00,2316.58
Cobalt,592.74,-24.7%,127408,592.74,0.00,0.00,460.85
Dysprosium,31467.36,+388.6%,0,0.00,0.00,0.00,31467.36
Evaporite Deposits,502.60,-7.7%,50300,301.00,1175.17,0.00,744.86
Hafnium,647.26,-13.6%,80504,647.26,0.00,0.00,755.34
Hydrocarbons,53.57,+1419.6%,37300,53.57,0.00,0.00,183.34
Mercury,635.66,+162.3%,9514,1400.49,0.00,89.40,1924.79
Neodymium,16804.56,+4.2%,0,0.00,0.00,0.00,16804.56
Platinum,2359.06,-10.8%,157988,2674.82,1550.55,87.40,2804.98
Promethium,16728.01,-26.0%,0,0.00,0.00,0.00,16728.01
Scandium,620.01,-43.0%,154248,619.89,795.00,0.00,880.55
Silicates,521.24,-30.2%,45329,558.85,8.96,0.00,722.73
Technetium,30719.46,-82.1%,0,0.00,0.00,0.00,30719.46
Thulium,502.00,-35.5%,2665,502.00,0.00,0.00,913.13
Titanium,2000.00,-13.8%,7401,2000.00,0.00,0.00,1929.61
Tungsten,729.95,-1.6%,288240,725.00,1200.37,0.00,932.70
Vanadium,2097.24,-40.0%,102705,2097.24,0.00,0.00,1307.02
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,1326.74,-3.4%,217987,1367.86,826.70,0.00,1349.46
Silicon Diborite,1000.00,+9.1%,71727,0.00,1000.00,0.00,1153.68
Ceramic Powder,1375.51,-43.9%,57900,1001.01,1537.15,0.00,1507.50
Carbon Polymers,1398.86,-68.0%,28024,1398.86,0.00,0.00,1801.12
Crystallite Alloy,55.02,+4217.1%,2358,55.02,0.00,0.00,2911.75
Fernite Alloy,1610.18,-5.1%,95600,1550.50,1750.00,0.00,1423.97
Titanium Chromide,1048.29,+56.9%,40481,1048.29,0.00,0.00,3726.74
Rolled Tungsten Alloy,4950.25,-57.5%,17800,4950.25,0.00,0.00,5879.88
Hexite,3000.00,+11.1%,5100,3000.00,0.00,0.00,3180.51
Caesarium Cadmide,1729.98,+121.4%,0,0.00,0.00,0.00,1729.98
Solerium,1760.08,-84.0%,0,0.00,0.00,0.00,1760.08
Platinum Technite,7000.06,-52.8%,3591,0.00,7000.06,0.00,17360.19
Vanadium Hafnite,1706.91,-26.8%,0,0.00,0.00,0.00,1706.91
Prometium,9505.87,-96.5%,0,0.00,0.00,0.00,9505.87
Hyperflurite,10894.80,-95.8%,0,0.00,0.00,0.00,10894.80
Ferrofluid,14500.00,-47.1%,1971,14500.00,0.00,0.00,16704.23
Dysporite,13519.98,-1.0%,0,0.00,0.00,0.00,13519.98
Neo Mercurite,11438.42,-31.7%,0,0.00,0.00,0.00,11438.42
Fluxed Condensates,6603.06,-63.9%,0,0.00,0.00,0.00,6603.06
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,8397.32,-40.4%,653,7232.31,14485.69,4001.07,10111.10
Capacitor Console,12484120.63,+0.5%,167,12953008.48,10535781.55,12000000.00,12983420.33
Conductive Thermoplastic,14770.87,-10.0%,65,12002.23,24750.03,4001.07,12627.59
Current Pump,21548.42,+24.0%,84,14000.96,68499.83,4001.07,47296.17
Drone Transceiver,5076.66,-22.5%,277,3601.63,12457.80,4001.07,6901.07
Enhanced Ward Console,13001556.33,-3.9%,74,12596482.66,13749384.64,0.00,14045233.31
Impetus Console,10290.85,+34.1%,242,10424.32,7358.68,5004.22,16580.38
Intact Armor Plates,20241269.23,-3.3%,128,19925782.90,20988473.70,0.00,20838999.10
Intact Shield Emitter,612626.08,-16.6%,77,689944.20,456489.66,105903.00,790974.97
Interface Circuit,97455.42,-21.8%,936,76938.95,216834.62,127517.58,81847.91
Logic Circuit,164252.14,-23.2%,1331,143845.90,215625.00,263529.29,187372.10
Lorentz Fluid,1587.12,-2.7%,224,1500.05,2000.00,4001.07,6612.01
Micro Circuit,9414.17,-60.1%,1162,1034.06,43450.53,15001.07,5265.97
Nanite Compound,73522.18,-43.0%,117,70941.05,107309.83,14007.01,70012.34
Power Circuit,2042049.98,-6.6%,810,2271657.80,1594465.37,2563563.79,2243658.95
Power Conduit,2001.47,-39.4%,147,1045.32,4535.15,2007.02,3001.03
Single-crystal Superalloy I-beam,6809756.97,-2.0%,244,6884166.95,6636168.85,4600011.13,7430715.52
Telemetry Processor,32085.51,+40.7%,158,31985.31,33040.73,0.00,21133.76
Trigger Unit,11697.02,+36.7%,210,12507.66,251.54,1603.00,28168.77
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,309.96,+799.7%,446,309.96,0.00,0.00,3902.00
Azure Mykoserocin,3996.92,-0.1%,2581,30.47,0.00,4000.00,0.00
Celadon Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Golden Mykoserocin,2829.02,+76.6%,0,0.00,0.00,0.00,2829.02
Lime Mykoserocin,5000.00,-0.1%,4459,5000.00,0.00,0.00,0.00
Malachite Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Vermillion Mykoserocin,2013.66,+36.7%,2598,2648.41,469.96,0.00,3727.39
Viridian Mykoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
Amber Cytoserocin,60000.00,+29.5%,0,0.00,0.00,0.00,60000.00
Azure Cytoserocin,30000.00,+17.9%,587,30000.00,0.00,0.00,0.00
Celadon Cytoserocin,108000.00,-31.7%,0,0.00,0.00,0.00,108000.00
Golden Cytoserocin,88850.30,-0.4%,0,0.00,0.00,0.00,88850.30
Lime Cytoserocin,58868.36,-58.2%,0,0.00,0.00,0.00,58868.36
Malachite Cytoserocin,55985.52,+78.6%,0,0.00,0.00,0.00,55985.52
Vermillion Cytoserocin,38690.96,-6.4%,500,38690.96,0.00,0.00,0.00
Viridian Cytoserocin,0.00,+100.0%,0,0.00,0.00,0.00,0.00
