Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.52,-4.8%,29184659431,2.59,2.44,2.51,2.71
Pyerite,5.25,+1.2%,7250106680,5.42,5.00,4.97,5.71
Mexallon,25.58,-4.2%,1949985734,26.03,24.92,24.33,26.03
Isogen,49.16,-2.0%,333120234,50.10,47.27,49.78,50.04
Nocxium,120.06,+10.8%,121943857,125.35,111.75,120.57,121.71
Zydrine,1317.32,-5.6%,30687200,1290.85,1365.16,1397.05,1259.39
Megacyte,2847.15,-0.4%,13318397,2818.63,2889.97,2922.92,2901.54
Morphite,5705.03,-1.4%,790156,5648.68,5801.06,5222.20,5510.28
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,122790.50,+1.6%,156697,123614.15,119000.06,123748.99,134227.82
Armor Plates,223353.63,-0.9%,104429,224383.09,213770.80,226380.27,228708.36
Broken Drone Transceiver,52.67,-1.3%,71090,53.59,36.46,100.00,117.65
Burned Logic Circuit,29174.55,-10.8%,436043,29272.86,28413.22,32194.17,31962.01
Charred Micro Circuit,108.21,-12.0%,608794,112.41,56.97,101.74,214.24
Conductive Polymer,41.95,-28.5%,47900,38.73,100.01,100.00,245.74
Contaminated Lorentz Fluid,229.70,-34.3%,60379,238.55,120.45,127.39,258.47
Contaminated Nanite Compound,2252.27,+2.1%,126178,2258.61,2227.47,1931.80,2628.81
Damaged Artificial Neural Network,364.15,-8.8%,48698,331.65,376.21,500.12,359.52
Defective Current Pump,204.30,-6.5%,36424,191.00,268.24,114.79,214.72
Fried Interface Circuit,4413.73,+4.7%,494321,4342.22,4467.70,6027.11,4722.81
Malfunctioning Shield Emitter,276.67,+9.2%,77819,301.74,528.73,300.08,290.95
Melted Capacitor Console,79169.82,+7.4%,27808,79695.17,77882.00,88008.87,79445.30
Scorched Telemetry Processor,143.44,+1.1%,39186,144.64,188.43,100.00,202.95
Smashed Trigger Unit,56.89,+5.5%,257557,58.73,34.94,100.00,128.56
Tangled Power Conduit,286.38,-10.2%,49668,256.66,372.56,100.07,208.03
Thruster Console,100.47,-9.4%,127205,97.93,143.71,100.00,269.74
Tripped Power Circuit,44503.43,+1.1%,414595,44885.03,43306.14,41376.31,46703.88
Ward Console,21739.15,+1.2%,66101,21779.23,22193.64,23301.47,19032.84
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,7744.33,+3.3%,982,7986.22,8871.76,60902.36,9529.30
Capacitor Console,16697579.10,+14.1%,143,18223884.31,13517774.28,10942859.17,17145620.03
Conductive Thermoplastic,11551.28,+3.9%,62,12003.10,34313.13,3786.78,14494.89
Current Pump,16097.09,-19.2%,67,18877.28,250.00,3917.74,42061.32
Drone Transceiver,3693.22,+0.4%,1091,3705.51,2581.18,3167.74,4000.87
Enhanced Ward Console,16227420.29,+4.8%,51,16416167.60,15629043.75,7070353.40,18370704.39
Impetus Console,10741.81,-11.4%,216,11240.43,11198.54,5006.24,35594.61
Intact Armor Plates,21316933.01,-5.6%,151,21553923.70,20546640.88,16904651.21,24413815.93
Intact Shield Emitter,878555.70,+22.6%,127,885003.04,680244.45,105754.82,909463.19
Interface Circuit,73190.46,+24.9%,1030,76208.80,68287.63,345876.10,78879.45
Logic Circuit,132160.02,+3.9%,678,147370.49,114929.52,52472.01,192808.15
Lorentz Fluid,2381.36,+26.0%,138,3253.37,7051.82,2573.07,6677.18
Micro Circuit,10397.21,+201.3%,635,8458.38,18064.98,2174.35,15531.14
Nanite Compound,70113.09,-50.1%,123,75602.07,583.80,97378.26,96708.98
Power Circuit,1640829.43,+20.1%,706,1632319.92,1707901.17,1250155.89,1874770.99
Power Conduit,4745.91,+453.8%,89,5560.92,161534.78,1869.29,11352.40
Single-crystal Superalloy I-beam,6698514.29,-1.1%,365,6822074.22,5020653.04,6876334.14,6374265.24
Telemetry Processor,11398.56,+57.9%,72,12800.08,4820.87,22002.59,53067.87
Trigger Unit,33074.73,-27.9%,370,33976.55,10117.65,1604.45,11635.27
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,355.50,+8.2%,17842075,332.13,403.98,393.76,326.68
Hydrogen Isotopes,334.34,+0.3%,89823573,340.47,329.02,340.81,361.97
Nitrogen Isotopes,368.25,+5.3%,31942324,370.58,365.54,474.60,336.22
Oxygen Isotopes,380.11,-2.7%,24462759,377.37,389.84,515.60,344.63
Heavy Water,27.86,-1.7%,41023641,28.34,22.64,23.33,27.36
Liquid Ozone,314.23,+1.2%,20537033,309.67,338.26,354.99,280.69
Strontium Clathrates,708.89,+5.8%,2290170,707.73,653.97,1337.11,564.90
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,1228.73,-2.6%,5835466,1149.96,1689.97,1897.78,1166.53
Enriched Uranium,5445.69,+5.4%,1890576,5572.74,5287.24,4980.70,5300.02
Mechanical Parts,626.02,+1.6%,4485128,632.52,629.33,605.61,636.00
Oxygen,109.72,-0.4%,15130334,109.25,108.93,129.50,122.43
Robotics,7396.26,+8.2%,769448,7901.22,6875.35,7200.00,7155.49
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,178049.45,-43.2%,891,183145.97,161529.15,216410.78,137309.55
Datacore - Caldari Starship Engineering,187419.57,+54.7%,8595,190194.80,162692.61,343947.33,148168.65
