Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.76,+1.4%,28914672163,2.81,2.66,2.76,2.96
Pyerite,6.95,+1.0%,7878258054,7.10,6.65,6.47,7.50
Mexallon,28.67,+0.4%,1880915548,29.10,27.73,27.11,30.10
Isogen,54.19,-0.0%,342785500,54.56,53.61,52.91,55.78
Nocxium,86.91,+0.3%,116056257,86.16,89.51,91.03,83.03
Zydrine,1165.17,+0.2%,26271355,1174.12,1142.65,1155.57,1135.26
Megacyte,2031.12,+0.9%,12394027,2014.56,2063.50,2389.09,2096.54
Morphite,5395.20,-4.5%,1316602,5352.60,5554.51,6740.82,5260.57
,,,,,,,
Fuel,,,,,,,
Coolant,1205.46,-5.8%,3834174,1088.97,1405.14,2102.19,1195.53
Enriched Uranium,5468.27,+3.9%,1599753,5530.80,5484.10,5086.29,5300.89
Heavy Water,21.64,-6.3%,33140975,21.34,21.41,26.16,22.57
Helium Isotopes,400.01,+1.7%,14225777,392.13,436.26,598.96,368.24
Hydrogen Isotopes,431.14,+0.7%,134644565,450.77,416.96,418.55,473.08
Nitrogen Isotopes,457.90,+1.3%,24649154,432.77,493.95,494.28,409.53
Oxygen Isotopes,500.64,+2.5%,18246794,497.31,505.00,555.35,488.39
Liquid Ozone,341.34,+3.9%,39373088,349.33,334.35,404.12,354.15
Mechanical Parts,622.98,-0.4%,3613919,642.12,613.32,597.71,649.69
Oxygen,106.09,+3.0%,16132114,109.25,100.80,114.35,116.60
Robotics,6922.54,+0.1%,737818,6965.71,6890.00,7000.00,6946.09
Strontium Clathrates,1340.18,-12.7%,1245084,1182.53,1129.80,3715.69,878.20
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,139526.80,+0.2%,134007,139688.46,138057.40,141000.00,142042.99
Armor Plates,206453.75,+0.1%,107503,204889.98,208138.89,215047.48,211276.41
Broken Drone Transceiver,169.04,-33.2%,86660,203.07,98.22,100.00,188.23
Burned Logic Circuit,32100.72,-1.0%,451327,32747.03,29664.71,31559.86,34118.95
Charred Micro Circuit,159.31,+2.9%,451934,180.82,114.78,55.01,300.07
Conductive Polymer,163.29,-10.7%,36604,174.11,147.58,100.00,173.11
Contaminated Lorentz Fluid,133.85,+8.0%,62590,154.21,70.04,100.00,225.55
Contaminated Nanite Compound,2477.49,+1.2%,130594,2361.55,2855.63,3003.37,3144.20
Damaged Artificial Neural Network,409.91,+1.1%,44540,415.04,336.09,500.00,352.17
Defective Current Pump,142.74,-3.0%,27141,158.09,80.48,101.00,327.56
Fried Interface Circuit,4578.67,-0.4%,601814,4563.66,4653.79,4130.50,4315.46
Malfunctioning Shield Emitter,393.64,-15.0%,94606,344.17,526.08,300.00,496.89
