Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.42,+2.7%,24015445799,2.45,2.37,2.39,2.56
Pyerite,4.83,+1.2%,5811271933,4.86,4.80,4.18,5.16
Mexallon,25.42,+2.4%,1972569292,26.13,23.43,22.76,28.02
Isogen,50.05,+2.4%,272825564,50.97,47.22,44.97,53.06
Nocxium,124.03,+0.8%,65330139,124.53,123.63,120.51,120.44
Zydrine,1093.50,+8.2%,20773450,1084.14,1121.05,1211.43,1012.06
Megacyte,2367.70,-2.7%,12512862,2381.65,2282.75,2552.64,2287.58
Morphite,4509.86,-0.4%,957767,4493.44,4589.71,5185.01,4287.32
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,122967.90,+1.1%,111329,123313.83,122364.07,121366.73,129564.15
Armor Plates,229961.26,-0.2%,88674,231276.03,225341.71,226111.42,229815.94
Broken Drone Transceiver,89.75,+11.4%,61239,78.56,131.62,100.00,274.75
Burned Logic Circuit,30692.75,-3.8%,361791,31107.60,29532.57,29114.79,31976.34
Charred Micro Circuit,190.28,-22.6%,413054,186.73,221.93,102.99,399.06
Conductive Polymer,173.81,-18.8%,36487,179.93,146.43,100.00,375.52
Contaminated Lorentz Fluid,363.59,-46.3%,100499,385.04,183.62,100.00,331.43
Contaminated Nanite Compound,3013.37,-6.2%,137538,3166.40,2254.28,1225.21,2995.64
Damaged Artificial Neural Network,831.90,-83.2%,51439,184.75,2835.61,400.00,419.74
Defective Current Pump,167.52,-5.5%,34995,165.42,190.70,100.00,337.45
Fried Interface Circuit,4754.85,+3.7%,410833,4783.27,4723.19,4000.00,4830.56
Malfunctioning Shield Emitter,274.18,+1.1%,58831,305.05,179.62,100.00,461.39
Melted Capacitor Console,89809.56,-1.1%,30820,89695.97,90652.76,87041.04,85182.61
Scorched Telemetry Processor,101.62,-1.5%,30992,93.73,149.45,100.00,314.98
Smashed Trigger Unit,182.20,-13.1%,180422,185.63,204.60,100.00,305.28
Tangled Power Conduit,263.20,-2.3%,24372,257.13,302.74,120.06,372.40
Thruster Console,104.97,-3.8%,81548,100.86,137.82,100.00,313.06
Tripped Power Circuit,50608.20,+1.1%,340463,51795.80,47003.34,49508.16,52651.97
Ward Console,27669.19,-9.4%,82041,27849.97,25009.39,20478.35,25304.09
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6273.47,-1.2%,282,7656.04,1162.97,1711.60,6839.16
Capacitor Console,19280019.05,-0.9%,155,19307811.38,16832765.87,11263161.64,19928547.41
Conductive Thermoplastic,11283.31,-36.1%,89,12973.24,5893.67,3001.08,20282.37
Current Pump,12090.43,-17.3%,59,14937.75,954.89,3445.77,46268.41
Drone Transceiver,6784.95,-45.3%,82,6904.55,3800.69,2001.07,5533.02
Enhanced Ward Console,15493846.07,+6.5%,60,15396987.68,17270255.73,12222422.68,17044168.88
Impetus Console,20611.50,-46.6%,128,22200.71,8418.87,11913.68,23224.28
Intact Armor Plates,22536967.14,+1.7%,185,22633466.06,23240905.14,18890002.22,24105536.84
Intact Shield Emitter,630055.12,-4.7%,75,670046.57,410452.00,129673.21,612179.21
Interface Circuit,106323.27,-43.1%,955,105234.24,93390.06,67535.86,64314.59
Logic Circuit,222043.07,-26.1%,677,224885.21,132278.89,115796.61,166673.17
Lorentz Fluid,5532.11,-45.4%,120,6572.60,2500.43,4206.64,6679.95
Micro Circuit,7034.54,-64.4%,560,7071.52,17170.54,5252.57,10562.46
Nanite Compound,97015.86,-63.9%,151,97015.86,104498.35,14202.80,62139.15
Power Circuit,1834380.98,-4.2%,798,1869000.88,1798789.34,1698114.62,1555358.45
Power Conduit,26014.54,-94.3%,1015,26014.54,28934.02,25740.68,30261.18
Single-crystal Superalloy I-beam,5915227.53,-16.4%,202,5914379.81,5637100.91,5746374.76,6013922.06
Telemetry Processor,47696.48,+25.8%,28,49370.38,2472.36,22004.07,39567.10
Trigger Unit,39713.32,-1.2%,184,44895.76,6432.23,12900.01,22257.31
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,316.13,+10.0%,13314682,314.96,350.44,340.08,318.40
Hydrogen Isotopes,316.56,+4.2%,103874687,319.82,314.03,344.79,336.80
Nitrogen Isotopes,344.98,-0.1%,16589704,341.78,349.51,398.95,291.90
Oxygen Isotopes,336.59,-4.9%,27100647,331.01,378.54,400.92,318.29
Heavy Water,21.07,+6.7%,29631337,21.26,20.92,69.08,21.70
Liquid Ozone,267.58,-3.2%,18065950,259.34,276.84,408.72,222.09
Strontium Clathrates,494.42,-15.3%,1463046,422.07,555.92,364.14,376.84
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,3892.43,+47.7%,964878,3838.76,2961.90,3015.79,2923.77
Enriched Uranium,15547.55,+12.6%,1221489,15710.00,14390.58,16970.41,18017.81
Mechanical Parts,2919.52,+4.7%,969487,2831.99,2757.47,5820.88,2481.87
Oxygen,257.69,-3.0%,5457162,249.85,445.41,427.34,288.88
