Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.77,-1.7%,31202150958,2.81,2.69,2.79,2.96
Pyerite,6.98,-0.8%,7758602730,7.08,6.77,6.52,7.49
Mexallon,28.84,-0.5%,2069527961,29.20,28.00,27.17,30.06
Isogen,54.65,+0.5%,410590336,55.01,54.10,52.97,55.75
Nocxium,86.79,+0.6%,170181044,86.21,88.81,91.67,83.29
Zydrine,1170.62,-2.4%,24569750,1171.33,1160.47,1284.29,1152.55
Megacyte,2011.30,-0.2%,12854150,1988.23,2082.52,2355.18,2099.57
Morphite,5236.21,+8.0%,1301719,5328.38,4686.47,6577.57,5174.40
,,,,,,,
Fuel,,,,,,,
Coolant,1182.21,+1.2%,3899199,1096.27,1390.32,2127.09,1195.37
Enriched Uranium,5430.56,-0.3%,1814682,5488.28,5544.12,4935.03,5300.89
Heavy Water,20.37,+0.6%,43829530,19.89,21.02,29.28,22.53
Helium Isotopes,394.50,+2.9%,15617464,384.99,444.87,697.63,367.25
Hydrogen Isotopes,434.74,+1.6%,144911015,446.87,424.66,429.93,464.68
Nitrogen Isotopes,465.92,-5.8%,23403749,443.86,493.51,568.20,407.20
Oxygen Isotopes,510.01,-0.9%,20484833,507.96,502.74,556.67,480.35
Liquid Ozone,359.81,+14.9%,37943121,381.80,343.33,437.15,373.35
Mechanical Parts,627.39,+0.8%,3866324,651.54,615.07,586.11,649.98
Oxygen,106.60,-0.2%,15655241,109.25,102.89,104.52,116.74
Robotics,6883.17,-3.2%,737441,6956.59,6827.97,7000.00,6943.97
Strontium Clathrates,1157.57,-7.2%,1910177,1063.50,1070.78,3867.61,888.56
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,138826.65,-3.0%,131210,139019.21,138060.27,138591.10,142178.61
Armor Plates,204869.87,-1.4%,114337,204448.73,204894.09,207910.95,208712.33
Broken Drone Transceiver,119.61,+2.3%,84696,130.20,98.30,100.00,183.54
Burned Logic Circuit,31569.61,-3.7%,465608,32179.69,28918.74,31309.10,32871.93
Charred Micro Circuit,170.38,+13.4%,444536,187.86,133.48,65.38,301.24
Conductive Polymer,149.40,+2.8%,36009,155.17,148.14,100.00,153.16
Contaminated Lorentz Fluid,142.23,+11.5%,72044,160.99,70.88,100.00,226.66
Contaminated Nanite Compound,2479.33,+1.1%,144637,2424.73,2682.19,2817.58,3166.22
Damaged Artificial Neural Network,410.24,-3.2%,43544,415.12,342.17,500.00,348.63
Defective Current Pump,154.21,+0.5%,29900,171.20,81.04,101.00,327.58
Fried Interface Circuit,4334.78,-18.5%,641747,4273.56,4439.85,4113.43,4295.39
Malfunctioning Shield Emitter,365.66,-11.2%,93430,320.74,507.66,300.00,474.11
Melted Capacitor Console,96631.88,+2.2%,26647,96383.62,97879.00,97567.07,96205.81
Scorched Telemetry Processor,232.20,+12.7%,40218,269.67,117.79,120.02,313.21
Smashed Trigger Unit,173.87,+8.0%,197610,193.24,126.67,100.00,148.79
Tangled Power Conduit,469.72,-12.1%,135141,454.28,556.60,400.44,321.99
Thruster Console,165.63,-3.6%,109054,172.22,146.43,100.00,215.07
Tripped Power Circuit,38251.60,+2.0%,493364,39448.01,35103.19,34427.05,39369.96
Ward Console,22436.67,+1.5%,46722,22901.42,18368.34,21734.52,19265.67
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,189206.51,-7.7%,361,150108.03,199047.62,0.00,122244.23
Datacore - Caldari Starship Engineering,174541.31,-0.6%,2440,191612.17,139191.54,350000.00,143799.97
Datacore - Electromagnetic Physics,87540.04,+5.5%,1693,90948.81,81272.49,0.00,87207.33
Datacore - Electronic Engineering,220516.30,+4.2%,9885,219865.85,222116.26,168392.86,201244.47
Datacore - Gallentean Starship Engineering,181554.57,+5.7%,2466,184067.31,177794.12,210022.17,182212.04
Datacore - Graviton Physics,136296.41,+116.0%,1986,121376.29,159999.70,0.00,81354.59
Datacore - High Energy Physics,166515.60,+14.4%,3125,170493.71,149754.54,240000.00,194892.33
Datacore - Hydromagnetic Physics,533682.02,+32.0%,2333,696570.59,436952.98,0.00,565586.04
Datacore - Laser Physics,252097.66,+7.4%,1212,275900.84,221163.79,0.00,123547.51
Datacore - Mechanical Engineering,307250.15,+4.0%,41916,319343.99,294794.96,302641.50,335525.31
Datacore - Minmatar Starship Engineering,315464.97,+0.5%,7741,333558.02,300617.41,323960.80,337037.83
Datacore - Molecular Engineering,346766.63,+5.5%,2595,343375.11,353210.96,150000.00,336485.72
