Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Neurovisual Input Matrix,739.31,+245.1%,6628,697.93,843.08,0.00,873.59
Powdered C-540 Graphite,684.89,-2.2%,13099,698.38,646.41,0.00,1387.42
Resonance Calibration Matrix,629.73,+841.0%,793,624.46,645.81,0.00,4769.33
Thermoelectric Catalysts,4524.88,+416.7%,158,4637.53,4201.02,0.00,41979.28
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,15054777.08,+6.3%,7,0.00,0.00,0.00,15054777.08
Intact Electromechanical Component,13695559.62,-27.0%,7,0.00,0.00,0.00,13695559.62
Intact Hull Section,74203181.81,-32.1%,14,0.00,0.00,0.00,74203181.81
Intact Power Cores,23258063.21,-74.2%,3,0.00,0.00,0.00,23258063.21
Intact Thruster Sections,14620462.97,-48.7%,17,0.00,0.00,0.00,14620462.97
Intact Weapon Subroutines,35102919.76,-85.0%,5,0.00,0.00,0.00,35102919.76
Malfunctioning Armor Nanobot,8460811.03,-53.3%,26,0.00,0.00,0.00,8460811.03
Malfunctioning Electromechanical Component,1632607.15,-19.2%,19,1632607.15,0.00,0.00,4275208.44
Malfunctioning Hull Section,27722465.60,-43.5%,15,0.00,0.00,0.00,27722465.60
Malfunctioning Power Cores,4734808.40,+64.4%,24,4734808.40,0.00,0.00,7847128.58
Malfunctioning Thruster Sections,4341130.87,-37.3%,25,0.00,0.00,0.00,4341130.87
Malfunctioning Weapon Subroutines,8000000.02,+60.9%,20,8000000.02,0.00,0.00,12784652.01
Wrecked Armor Nanobot,1820.11,+18256.4%,26,1820.11,0.00,0.00,98457.19
Wrecked Electromechanical Component,95122.90,+777.0%,78,95122.90,0.00,0.00,26570.90
Wrecked Hull Section,7307634.41,+26.5%,28,7307634.41,0.00,0.00,6131751.11
Wrecked Power Cores,279697.70,+8.3%,74,279697.70,0.00,0.00,58529.80
Wrecked Thruster Sections,64362.64,+210.8%,54,1007.33,100000.00,0.00,28887.16
Wrecked Weapon Subroutines,98556.52,+1663.8%,53,98556.52,0.00,0.00,326680.64
,,,,,,,
Hybrid Datacores,,,,,,,
Datacore - Defensive Subsystems Engineering,800.00,+370.5%,643,800.00,0.00,0.00,7959.05
Datacore - Electronic Subsystems Engineering,3378.87,-2.5%,612,2637.98,13998.26,0.00,4646.51
Datacore - Engineering Subsystems Engineering,1952.46,+463.4%,578,597.44,62777.78,0.00,3354.91
Datacore - Offensive Subsystems Engineering,700.00,+29523.2%,411,700.00,0.00,0.00,10062.28
Datacore - Propulsion Subsystems Engineering,3584.59,+1833.8%,532,2639.84,9283.55,0.00,4083.69
,,,,,,,
Hybrid Decryptors,,,,,,,
R.A.M.- Hybrid Technology,185304.96,+11.9%,154,182441.23,239000.00,0.00,470452.11
Amarr Hybrid Tech Decryptor,232888.89,+336.0%,50,255000.00,56000.00,0.00,147999.77
Caldari Hybrid Tech Decryptor,1818508.10,+7.0%,138,1718315.43,4673999.13,0.00,1958611.55
Gallente Hybrid Tech Decryptor,99598.39,+285.0%,67,99598.39,0.00,0.00,182450.07
Minmatar Hybrid Tech Decryptor,511568.12,-14.6%,72,341754.46,907800.00,0.00,132146.55
,,,,,,,
Fullerenes,,,,,,,
Fullerite-C28,3996.76,-30.8%,36416,4098.49,3447.01,0.00,7564.43
Fullerite-C32,6076.99,+12.2%,22012,5929.02,6267.65,0.00,9877.01
Fullerite-C50,2642.01,-16.2%,38641,2151.95,2691.23,0.00,3846.58
Fullerite-C60,470.01,-43.3%,62217,437.56,530.04,0.00,564.41
Fullerite-C70,447.71,-52.5%,61250,460.66,358.15,0.00,663.87
Fullerite-C72,2303.55,+11.1%,63187,1596.83,4000.00,0.00,4286.00
Fullerite-C84,295.59,-17.0%,61398,289.17,347.28,0.00,807.25
Fullerite-C320,72800.00,+0.6%,14677,72800.00,0.00,0.00,60141.51
Fullerite-C540,29893.94,-3.6%,6185,29893.94,0.00,0.00,41730.76
,,,,,,,
Hybrid Polymers,,,,,,,
C3-FTM Acid,3000000.00,+5.3%,90,3000000.00,0.00,0.00,3062792.57
Carbon-86 Epoxy Resin,1354076.08,+14.9%,354,1354076.08,0.00,0.00,1127381.32
Fullerene Intercalated Graphite,367.45,+23.2%,21997,367.45,0.00,0.00,2280.40
Fulleroferrocene,1398.30,+70.7%,6211,1398.30,0.00,0.00,1402.65
Graphene Nanoribbons,61093.75,+20.1%,287,61093.75,0.00,0.00,87217.07
Lanthanum Metallofullerene,849.75,+963.6%,1485,849.75,0.00,0.00,6554.81
Methanofullerene,1963.83,-33.1%,7480,1963.83,0.00,0.00,9025.54
PPD Fullerene Fibers,7100.17,+0.0%,17909,7100.00,9998.00,0.00,7530.01
Scandium Metallofullerene,61707.25,-12.1%,1937,61707.25,0.00,0.00,50045.56
,,,,,,,
Raw Materials,,,,,,,
Atmospheric Gases,163.51,-95.8%,1578455,163.51,0.00,0.00,144.49
Cadmium,1493.41,-11.1%,340335,1493.67,409.50,0.00,1300.12
Caesium,1318.37,-20.8%,30344,0.00,0.00,0.00,1318.37
Chromium,1453.05,-0.5%,950566,1453.06,1452.97,0.00,1812.07
Cobalt,735.79,-12.8%,112070,764.75,600.00,0.00,369.34
Dysprosium,22513.65,+784.6%,22817,0.00,0.00,0.00,22513.65
Evaporite Deposits,281.38,-3.3%,907855,278.55,423.22,0.00,508.08
Hafnium,516.61,+43.0%,393490,516.61,0.00,0.00,973.22
Hydrocarbons,270.02,-85.5%,1078023,270.02,0.00,0.00,205.43
Mercury,1922.83,-21.2%,383341,1924.83,1850.00,0.00,1622.06
Neodymium,8136.20,-41.8%,11388,7708.16,14999.99,0.00,11432.20
Platinum,2433.74,-13.9%,469206,2473.58,1500.19,0.00,2578.46
Promethium,10887.00,+13.6%,103400,10887.00,0.00,0.00,16544.01
Scandium,344.02,-19.9%,523240,296.17,799.00,0.00,538.06
Silicates,466.20,-39.5%,402968,543.16,421.53,0.00,579.11
Technetium,32727.78,-78.7%,110702,32727.78,0.00,0.00,27714.58
Thulium,1198.90,-61.2%,57532,0.00,0.00,0.00,1198.90
Titanium,1450.06,-97.9%,85839,1450.06,0.00,0.00,1081.68
Tungsten,15.53,-14.0%,475009,15.53,0.00,0.00,524.30
Vanadium,977.42,-5.2%,255109,999.52,600.00,0.00,917.23
,,,,,,,
Processed Materials,,,,,,,
Sulfuric Acid,1022.84,+7.1%,545154,1022.84,0.00,0.00,1226.35
Silicon Diborite,2000.00,-21.9%,546844,2000.00,0.00,0.00,2684.73
Ceramic Powder,966.75,-4.9%,608212,970.34,927.95,0.00,1001.49
Carbon Polymers,1244.88,+65.4%,898909,1244.88,0.00,0.00,1307.19
Crystallite Alloy,3121.22,-20.1%,139851,3121.22,0.00,0.00,2174.00
Fernite Alloy,1635.63,+23.0%,447788,1635.63,0.00,0.00,1370.03
Titanium Chromide,2940.16,-9.9%,72632,0.00,0.00,0.00,2940.16
Rolled Tungsten Alloy,1955.75,+6.9%,122128,0.00,0.00,0.00,1955.75
Hexite,40.22,+3701.4%,444846,40.22,0.00,0.00,3250.27
Caesarium Cadmide,2829.42,+27.5%,100400,0.00,0.00,0.00,2829.42
Solerium,140.89,+100.5%,145066,140.89,0.00,0.00,2664.52
Platinum Technite,18629.65,-4.0%,79269,0.00,0.00,0.00,18629.65
Vanadium Hafnite,62.86,+1852.1%,116479,62.86,0.00,0.00,2599.38
Prometium,11656.21,+22.3%,9835,0.00,0.00,0.00,11656.21
Hyperflurite,11779.06,+82.1%,32220,0.00,0.00,0.00,11779.06
Ferrofluid,13253.97,-96.5%,16893,0.00,0.00,0.00,13253.97
Dysporite,14269.09,-43.0%,9830,0.00,0.00,0.00,14269.09
Neo Mercurite,12148.61,-17.7%,81904,12148.61,0.00,0.00,11297.97
Fluxed Condensates,6073.80,-60.8%,21484,0.00,0.00,0.00,6073.80
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,11330.54,+67.3%,560,4877.58,25687.12,0.00,12244.06
Capacitor Console,11973063.42,-7.7%,160,12243781.71,9311000.27,0.00,12073842.59
Conductive Thermoplastic,39839.64,+15.3%,658,36213.00,51439.72,0.00,18570.81
Current Pump,52056.17,-7.8%,134,55546.19,37223.60,0.00,35403.16
Drone Transceiver,1892.68,-4.4%,260,2015.09,1400.00,0.00,11903.40
Enhanced Ward Console,15516901.16,-8.4%,188,15841233.96,11814101.73,0.00,15820653.10
Impetus Console,55698.08,-0.9%,1251,56389.09,51596.46,0.00,39405.67
Intact Armor Plates,19666936.13,-5.3%,160,19776101.67,18735390.24,0.00,21935969.56
Intact Shield Emitter,402766.21,-0.8%,126,418780.62,255077.78,0.00,405247.51
Interface Circuit,211867.75,-2.2%,1499,206597.90,243709.89,0.00,192662.92
Logic Circuit,279936.98,-5.4%,1732,291245.20,255686.88,0.00,302382.31
Lorentz Fluid,13481.00,-68.2%,387,10206.24,21461.26,0.00,7669.03
Micro Circuit,14154.21,+55.2%,1554,12426.34,24940.62,0.00,14233.47
Nanite Compound,137790.40,+50.3%,147,141913.72,41579.49,0.00,112690.72
Power Circuit,3015261.35,-5.7%,1396,3050109.96,2751011.94,0.00,3566939.33
Power Conduit,23853.05,+179.7%,306,8669.61,77266.25,0.00,10996.72
Single-crystal Superalloy I-beam,7115036.38,+1.1%,430,7118990.24,7099965.19,0.00,7400368.47
Telemetry Processor,6484.08,+23.6%,118,8289.85,2222.47,0.00,22318.46
Trigger Unit,23453.36,-40.1%,222,23038.39,27787.50,0.00,41321.89
,,,,,,,
Booster Gases,,,,,,,
Amber Mykoserocin,3901.11,+25.7%,5400,0.00,0.00,0.00,3901.11
Azure Mykoserocin,15.39,+9743.6%,20273,0.00,0.00,15.39,12359.74
Celadon Mykoserocin,7378.81,-75.9%,3763,0.00,0.00,0.00,7378.81
Golden Mykoserocin,2826.16,+76.8%,4237,0.00,0.00,0.00,2826.16
Lime Mykoserocin,3125.00,+56.5%,2662,3125.00,0.00,0.00,0.00
Malachite Mykoserocin,7839.39,-34.8%,0,0.00,0.00,0.00,7839.39
Vermillion Mykoserocin,2916.65,-89.5%,23671,2986.58,159.00,0.00,2106.93
Viridian Mykoserocin,5073.08,-10.0%,1316,0.00,0.00,0.00,5073.08
Amber Cytoserocin,70538.35,+12.1%,3434,0.00,0.00,0.00,70538.35
Azure Cytoserocin,11.13,+131507.2%,11538,0.00,11.13,0.00,30000.01
Celadon Cytoserocin,85081.58,-13.3%,8667,0.00,0.00,0.00,85081.58
Golden Cytoserocin,91930.06,+3.2%,0,0.00,0.00,0.00,91930.06
Lime Cytoserocin,54523.13,-54.9%,9335,0.00,0.00,0.00,54523.13
Malachite Cytoserocin,35000.00,+185.7%,959,0.00,0.00,0.00,35000.00
Vermillion Cytoserocin,47276.96,-38.1%,7077,0.00,0.00,0.00,47276.96
Viridian Cytoserocin,71927.57,-30.5%,7949,0.00,0.00,0.00,71927.57
