Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.54,-0.4%,21385374054,2.58,2.50,0.00,2.67
Pyerite,6.25,-2.2%,4824191732,6.35,6.05,0.00,6.42
Mexallon,27.02,-0.2%,1251086645,27.25,26.71,0.00,28.82
Isogen,49.77,+0.9%,212062300,51.16,47.41,0.00,52.56
Nocxium,104.68,+5.0%,63929920,110.54,97.56,0.00,106.55
Zydrine,1366.66,+2.3%,15010269,1411.59,1296.83,0.00,1342.99
Megacyte,2661.97,+2.7%,7538678,2703.88,2611.75,0.00,2772.75
Morphite,5815.75,-2.4%,669835,5905.14,5568.87,0.00,5748.43
,,,,,,,
Fuel,,,,,,,
Coolant,1142.03,+2.0%,8189185,1134.84,0.00,1910.83,1247.24
Enriched Uranium,5709.69,-4.0%,706017,5709.69,0.00,0.00,5300.99
Heavy Water,24.67,+18.3%,38840858,27.09,18.30,0.00,23.01
Helium Isotopes,371.81,+7.8%,9989460,340.10,462.24,390.16,332.55
Hydrogen Isotopes,327.82,+1.4%,67788404,337.62,319.62,0.00,353.39
Nitrogen Isotopes,374.03,-6.8%,17210185,353.62,430.11,0.00,321.02
Oxygen Isotopes,382.68,+2.2%,13441634,378.58,395.87,0.00,361.12
Liquid Ozone,342.95,+7.5%,19156301,345.85,336.34,0.00,295.76
Mechanical Parts,628.29,+0.7%,1699730,628.29,0.00,0.00,645.41
Oxygen,108.06,+1.3%,24637303,109.25,107.76,0.00,115.16
Robotics,6998.73,-0.8%,389304,6994.01,0.00,7200.00,6928.89
Strontium Clathrates,747.36,-3.2%,1475330,740.27,766.47,0.00,721.89
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,134621.16,+0.5%,84541,133853.19,137006.91,0.00,142295.31
Armor Plates,225949.19,-0.1%,69800,229609.75,209118.36,0.00,232185.22
Broken Drone Transceiver,90.33,-1.4%,32538,91.01,60.00,0.00,133.30
Burned Logic Circuit,31271.52,+0.2%,274962,31312.55,30896.70,0.00,30826.37
Charred Micro Circuit,135.57,-4.5%,185886,137.13,111.00,0.00,157.77
Conductive Polymer,97.33,+2.7%,34041,97.30,100.01,0.00,132.39
Contaminated Lorentz Fluid,135.80,-4.5%,21075,136.38,110.00,0.00,205.30
Contaminated Nanite Compound,2954.12,-3.8%,57504,2975.13,2228.03,0.00,2966.66
Damaged Artificial Neural Network,291.89,+5.6%,22435,300.01,259.47,0.00,370.27
Defective Current Pump,204.45,-10.6%,20179,210.05,155.02,0.00,264.07
Fried Interface Circuit,4841.08,+1.2%,264494,5049.20,3999.19,0.00,4868.46
Malfunctioning Shield Emitter,233.13,+1.3%,47263,266.22,105.02,0.00,324.76
Melted Capacitor Console,84774.90,-4.0%,24572,85514.98,81267.08,0.00,78321.89
Scorched Telemetry Processor,139.31,-2.4%,13494,139.31,0.00,0.00,224.26
Smashed Trigger Unit,82.13,-22.7%,110420,98.09,21.87,0.00,145.90
Tangled Power Conduit,816.64,+69.8%,20377,221.72,2625.60,0.00,386.82
