Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,-0.5%,26850850683,2.53,2.49,2.47,2.64
Pyerite,5.22,+1.4%,7552112058,5.30,5.14,4.80,5.71
Mexallon,23.32,+0.3%,1920120622,23.77,22.59,22.01,25.53
Isogen,48.73,+0.4%,289981347,49.26,47.59,48.65,48.83
Nocxium,133.29,-3.8%,118943750,131.72,137.46,138.08,125.41
Zydrine,1259.37,-1.7%,25150647,1251.87,1261.73,1377.28,1210.10
Megacyte,2653.09,-0.1%,11913587,2641.65,2664.43,2928.61,2688.36
Morphite,5108.28,-5.8%,883822,5274.22,4856.27,5677.32,5067.87
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,122823.15,-2.9%,135568,123645.38,120307.70,121549.72,128529.72
Armor Plates,231746.24,-1.6%,96584,232832.49,227662.08,221826.64,230986.89
Broken Drone Transceiver,155.60,-58.2%,209359,62.65,172.65,100.00,195.77
Burned Logic Circuit,30928.85,-4.6%,404711,31569.62,29389.67,29238.11,32291.18
Charred Micro Circuit,134.67,+6.2%,585911,110.95,171.94,100.00,267.55
Conductive Polymer,60.25,-17.0%,31003,48.57,112.67,100.00,233.07
Contaminated Lorentz Fluid,156.03,+2.6%,56750,155.72,174.81,100.00,200.58
Contaminated Nanite Compound,2843.28,+12.9%,122617,2987.26,2561.27,1865.65,3377.26
Damaged Artificial Neural Network,319.41,+6.1%,47114,338.06,248.94,500.00,379.60
Defective Current Pump,217.36,-11.2%,43581,209.79,251.85,100.00,223.42
Fried Interface Circuit,4733.21,+3.9%,445028,4769.37,4752.20,4234.88,4996.14
Malfunctioning Shield Emitter,304.62,+4.4%,95062,313.57,252.41,301.31,368.60
Melted Capacitor Console,88333.39,-2.6%,46597,86982.14,100597.07,88303.61,80426.92
Scorched Telemetry Processor,144.14,+2.6%,35586,147.09,108.74,100.00,167.16
Smashed Trigger Unit,112.63,+77.9%,222284,89.70,160.97,100.01,168.69
Tangled Power Conduit,410.82,-35.0%,35491,334.84,551.58,417.06,281.45
Thruster Console,100.63,+1.3%,83194,101.27,89.91,100.00,278.18
Tripped Power Circuit,47912.20,+2.8%,532970,48882.94,44761.86,44866.41,48257.48
Ward Console,23221.72,+10.7%,39281,23241.73,22309.30,24075.94,19910.03
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5284.22,-62.1%,120,6794.87,1179.56,2041.07,8703.65
Capacitor Console,19066691.75,+1.1%,110,19962015.33,14646246.26,9071433.65,17145620.03
Conductive Thermoplastic,9724.60,-38.3%,54,12002.95,16030.90,3001.08,14500.92
Current Pump,12745.41,-92.2%,72,15683.67,20882.08,3858.27,43484.64
Drone Transceiver,2695.95,+11.3%,100,3629.10,2357.21,2149.22,5255.46
Enhanced Ward Console,19190652.77,-7.5%,130,19602862.60,18170045.26,8878462.50,18370704.39
Impetus Console,12563.95,-52.2%,168,12876.24,5109.84,5008.95,36802.27
Intact Armor Plates,20534559.31,+4.6%,186,20710643.02,19153032.11,18043535.46,22627870.91
Intact Shield Emitter,848183.50,-86.9%,279,860000.74,657455.82,106976.67,694015.88
Interface Circuit,109730.03,-46.7%,1219,93579.96,145657.71,178175.60,84706.12
Logic Circuit,132219.50,+5.4%,849,144304.06,115356.20,98382.68,161212.16
Lorentz Fluid,1705.50,-99.9%,90,2951.88,1.06,1503.07,13128.00
Micro Circuit,10051.22,+15.9%,941,12352.13,6701.90,40548.86,14230.56
Nanite Compound,68153.63,+107.7%,133,73202.36,38819.07,5369.37,87628.62
Power Circuit,1801707.28,+4.4%,1105,1846543.55,1650425.52,3326559.90,1713882.91
Power Conduit,21764.11,-90.8%,61,26665.36,64562.50,2007.12,11352.40
Single-crystal Superalloy I-beam,6195698.35,-33.0%,177,6712558.90,5184304.88,6660975.61,6338635.62
Telemetry Processor,29386.78,-91.5%,47,21872.35,67593.07,22003.70,35513.50
Trigger Unit,31575.64,-93.2%,976,30957.56,31811.53,70539.34,17826.85
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,380.39,-7.3%,13453396,395.04,362.44,352.06,316.51
Hydrogen Isotopes,330.13,-1.1%,114585748,338.25,326.03,325.92,356.68
Nitrogen Isotopes,379.90,+44.5%,18483747,364.24,409.26,430.11,317.96
Oxygen Isotopes,370.80,-5.6%,22268406,361.59,394.99,398.83,337.76
Heavy Water,22.85,-6.2%,35242736,22.93,23.04,21.28,23.17
Liquid Ozone,307.34,+7.4%,24508465,307.41,305.91,346.91,274.55
Strontium Clathrates,560.11,-37.5%,3956956,560.74,558.26,791.41,481.77
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,1272.02,+28.9%,4021587,1124.11,1589.93,1406.67,1218.52
Enriched Uranium,5583.89,-5.7%,1946894,5896.94,5328.06,4885.06,5300.71
Mechanical Parts,635.46,+0.1%,20769066,634.15,635.64,632.11,636.00
Oxygen,107.99,-4.7%,26600944,109.25,106.76,113.94,114.74
Robotics,7188.59,-9.1%,1449772,7502.60,6856.95,7958.30,6997.85
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,172149.72,-4.2%,1133,181134.76,173986.98,203073.44,143342.79
Datacore - Caldari Starship Engineering,178569.40,+28.8%,1864,191869.84,214501.62,347553.88,141930.56
Datacore - Electromagnetic Physics,78858.66,+151.1%,545,97523.69,81809.27,194347.83,78550.05
Datacore - Electronic Engineering,276210.43,+3.2%,6439,326685.11,258897.08,281404.48,235397.83
Datacore - Gallentean Starship Engineering,172093.71,+14.7%,4220,170651.79,187934.97,133856.50,161499.95
Datacore - Graviton Physics,107195.75,+21.3%,619,113113.16,132810.35,306217.62,103419.14
Datacore - High Energy Physics,182181.41,-14.9%,3957,189330.98,155161.91,186871.95,182558.04
Datacore - Hydromagnetic Physics,459144.51,-1.3%,2027,470451.92,372368.15,478071.12,370558.77
Datacore - Laser Physics,202098.43,+21.7%,594,178719.24,246444.23,238436.48,169415.76
Datacore - Mechanical Engineering,349785.70,+1.7%,39950,363787.48,341097.12,389510.13,374590.39
Datacore - Minmatar Starship Engineering,357871.98,+10.3%,14802,391713.40,339963.20,370043.02,417733.38
Datacore - Molecular Engineering,262999.86,-35.0%,1142,283456.79,241770.58,352500.00,269451.32
Datacore - Nanite Engineering,215115.78,-34.9%,2672,218467.09,225508.19,196363.65,181716.73
Datacore - Nuclear Physics,280611.78,+3.3%,4686,320453.07,227319.01,331265.92,378492.32
Datacore - Plasma Physics,198330.89,-39.2%,535,201897.84,195460.15,764516.13,153571.42
Datacore - Quantum Physics,390340.50,+2.5%,2339,436795.92,367163.23,373640.24,383420.06
Datacore - Rocket Science,194836.59,-10.2%,2198,198599.31,192356.99,232902.30,173149.81
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,9996984.66,-3.2%,52,10768695.91,9606835.36,9176380.30,11623314.41
Assembly Instructions,27341750.00,-16.2%,20,24360660.07,27062591.61,21055555.33,29362410.79
Calibration Data,3775469.21,+5.9%,289,3943383.01,3435429.93,4000000.00,4895832.12
Circuitry Schematics,6247310.09,-3.2%,135,6540118.87,5977134.44,5094670.07,7068578.19
Circular Logic,1184426.62,+66.0%,50,1052637.63,2457142.84,3075000.00,1035307.10
Classic Doctrine,7345930.61,+8.8%,23,7321393.24,6925600.00,7500000.00,8896112.78
Collision Measurements,3876026.80,-1.4%,38,4357449.30,3654839.68,5340000.00,4088176.52
Engagement Plan,6208779.24,-27.5%,32,6416759.18,4862922.18,10416666.67,6236442.10
Formation Layout,5769581.97,-26.3%,65,5735141.51,5442388.56,3608750.00,6433887.40
Installation Guide,23316085.16,+60.7%,0,32553332.25,36911084.11,47500000.00,23316085.16
Interface Alignment Chart,5433333.28,-33.7%,21,5413513.48,4605714.29,8149999.50,5376520.44
Operation Handbook,7635323.85,-8.1%,608,7451043.65,7721654.51,7254836.94,9043808.62
Prototype Diagram,5632990.37,+56.7%,0,8789464.29,8440124.88,12000000.00,5632990.37
Sacred Manifesto,3407182.42,-0.2%,50,3405226.96,4367799.76,3568181.82,4012716.46
Stolen Formulas,34766666.83,-56.9%,12,37479998.36,54000000.00,24800000.00,30535810.72
Symbiotic Figures,2133300.39,+139.1%,10,3836428.98,2147889.11,8568812.50,5156788.45
Test Reports,9688091.46,+23.9%,11,9804317.00,8255555.56,10625000.00,9653086.89
Tuning Instructions,8349000.04,-70.1%,20,7547958.22,8155000.11,7246733.33,8285895.84
User Manual,2751989.23,+9.0%,83,2851991.63,2888405.58,5142928.57,2501825.14
War Strategon,20724287.83,-27.6%,0,19857000.09,44856714.29,38499999.99,20724287.83
,,,,,,,
Raw Moon Materials,,,,,,,
Atmospheric Gases,135.00,+3.6%,517540,134.91,149.15,91.74,143.24
Cadmium,1794.75,+11.4%,204767,1826.22,2107.58,1493.07,1786.76
Caesium,994.93,+70.9%,0,1590.67,871.20,0.00,994.93
Chromium,1287.11,+133.1%,139705,1459.59,643.37,2481.69,2239.99
Cobalt,539.88,+20.0%,1135306,540.70,263.57,49.32,655.64
Dysprosium,14670.38,+36.3%,0,8934.03,17506.61,200000.00,14670.38
Evaporite Deposits,487.47,+23.1%,337842,434.94,515.04,238.67,612.83
Hafnium,563.24,-2.4%,429272,569.65,657.21,649.18,957.91
Hydrocarbons,89.50,+11.7%,261559,83.79,226.93,117.73,139.58
Mercury,2382.04,+5.0%,163965,2213.17,1885.14,1050.81,2707.79
Neodymium,16953.66,-5.6%,46400,20645.31,14533.45,2000.00,19262.48
Platinum,2872.12,-30.4%,107089,2630.81,2045.52,692.62,2835.78
Promethium,10998.97,-83.7%,7505,19403.55,10361.78,0.00,12478.74
Scandium,375.98,-40.7%,562650,402.92,556.66,234.88,407.41
Silicates,425.28,-64.8%,835483,423.01,433.03,25.33,392.04
Technetium,40118.64,-0.5%,0,34282.64,16648.43,2252.45,40118.64
Thulium,1017.40,+67.0%,0,2544.40,732.59,0.00,1017.40
Titanium,549.41,+87.4%,139586,1142.42,600.80,567.06,970.74
Tungsten,633.53,+10.5%,0,1385.60,926.39,208.03,633.53
Vanadium,1130.66,+6.1%,199402,1648.35,812.58,679.07,1305.78
,,,,,,,
Processed Moon Materials,,,,,,,
Caesarium Cadmide,1976.91,+26.5%,0,3285.85,553.63,4499.99,1976.91
Carbon Polymers,608.86,+52.7%,0,773.58,808.95,344.54,608.86
Ceramic Powder,867.85,+8.9%,147390,905.07,834.60,791.47,674.17
Crystallite Alloy,1971.54,+52.0%,0,2286.97,2393.80,2151.54,1971.54
Dysporite,13539.40,-40.9%,33784,14817.12,30410.90,0.00,10693.37
Fernite Alloy,850.33,-11.3%,147948,850.33,1348.05,930.73,822.17
Ferrofluid,9157.86,-96.4%,0,12111.79,28268.05,0.00,9157.86
Fluxed Condensates,11004.08,-27.3%,0,3545.89,3400.23,0.00,11004.08
Hexite,3137.39,+18.9%,0,2940.95,1629.89,3064.08,3137.39
Hyperflurite,8794.96,+5.2%,0,9115.20,6127.01,42684.55,8794.96
Neo Mercurite,6495.95,-23.0%,52603,10950.76,3545.74,9400.00,12834.64
Platinum Technite,17527.60,+36.9%,53489,5526.95,17527.60,73.13,23123.20
Prometium,9572.13,-97.5%,0,3899.31,5159.08,0.00,9572.13
Rolled Tungsten Alloy,1821.70,+171.7%,0,2403.47,1970.87,1174.00,1821.70
Silicon Diborite,543.29,+102.5%,0,997.94,979.26,386.50,543.29
Solerium,2148.86,-95.1%,0,3273.46,498.56,0.00,2148.86
Sulfuric Acid,1014.22,-1.4%,202199,1077.68,673.29,1299.14,1046.40
Titanium Chromide,2067.85,-97.3%,0,2842.43,1612.29,57.00,2067.85
Vanadium Hafnite,2329.60,+24.5%,0,1863.52,1074.84,1304.74,2329.60
,,,,,,,
Advanced Moon Materials,,,,,,,
Crystalline Carbonide,71.46,+5.0%,12415350,68.07,78.47,80.19,62.68
Fermionic Condensates,21847.77,-3.8%,20998,21367.19,24284.78,21599.98,19120.46
Fernite Carbide,62.27,+4.3%,31225127,64.15,58.64,90.93,57.31
Ferrogel,11158.75,-1.4%,107091,10741.75,10997.81,10365.12,9377.17
Fullerides,1105.89,-9.6%,1375595,1074.08,1142.49,553.24,923.78
Hypersynaptic Fibers,3163.93,+5.0%,239041,3255.51,3147.29,3760.50,2698.79
Nanotransistors,2854.86,+2.4%,2216233,2844.26,2941.42,2801.29,2867.29
Phenolic Composites,528.72,+0.2%,594835,529.54,513.00,330.46,451.62
Sylramic Fibers,168.50,-23.4%,14795889,175.53,167.50,79.66,160.70
Titanium Carbide,76.55,+5.7%,10159836,90.16,75.08,48.86,68.80
Tungsten Carbide,59.94,+6.7%,5184349,59.79,74.93,112.55,55.16
,,,,,,,
Tech 2 Construction Components,,,,,,,
Antimatter Reactor Unit,36991.12,+0.0%,2800,42410.00,34301.83,37000.00,33298.71
Crystalline Carbonide Armor Plate,5499.59,-16.4%,59580,4754.06,6233.89,8246.42,4780.00
Deflection Shield Emitter,18540.28,+7.9%,9002,17784.88,19984.65,2325.00,16376.09
Electrolytic Capacitor Unit,22883.87,-3.4%,24738,24220.84,22002.26,2644.68,22374.29
Emp Pulse Generator,15838.37,-46.3%,3045,14782.72,21314.22,6460.90,11432.02
Fernite Carbide Composite Armor Plate,5355.78,+0.5%,116859,5356.70,5277.63,5492.05,3937.56
Fusion Reactor Unit,35879.03,-16.4%,735,31577.14,37142.11,43098.70,32650.12
Fusion Thruster,11233.70,-16.1%,572,12451.52,52948.08,2600.00,13000.50
Gravimetric Sensor Cluster,14253.79,-1.8%,2365,12637.78,17435.48,20464.56,13234.01
Graviton Pulse Generator,20699.16,-58.9%,7113,12845.25,22833.98,25000.00,16451.88
Graviton Reactor Unit,32240.24,+2.3%,2494,31637.91,40410.65,27789.20,31388.01
Ion Thruster,19582.22,+16.9%,12439,17916.29,20848.90,62018.81,14497.93
Ladar Sensor Cluster,13676.18,-15.9%,4139,15210.46,12990.94,33186.16,12779.31
Laser Focusing Crystals,24370.02,-9.8%,579,21599.49,27366.42,5140.00,20674.79
Linear Shield Emitter,15303.11,-2.0%,2784,14281.18,20896.27,48203.40,14966.82
Magnetometric Sensor Cluster,15396.23,+23.4%,7330,14455.33,17684.93,8466.87,12138.40
Magpulse Thruster,13987.02,+17.9%,1382,12904.58,19017.38,9643.04,12393.18
Nanoelectrical Microprocessor,18676.82,+6.5%,6028,18661.27,19633.92,13479.49,17910.75
Nanomechanical Microprocessor,19255.18,+1.9%,36389,19977.77,18675.88,6828.93,18894.66
Nuclear Pulse Generator,14193.29,-40.1%,10951,12781.51,14376.67,1221.93,10773.96
Nuclear Reactor Unit,30106.79,-0.4%,2246,29686.74,31026.59,65307.69,31613.24
Oscillator Capacitor Unit,20651.81,+1.7%,6065,26711.68,21022.81,9950.43,21039.84
Particle Accelerator Unit,20772.58,-9.5%,6061,21449.58,19997.59,1650.04,16390.30
Photon Microprocessor,19872.17,+0.6%,37150,21362.71,19018.96,15778.82,17533.08
Plasma Pulse Generator,13806.09,-0.1%,1135,11241.89,14962.76,1600.00,11228.86
Plasma Thruster,17895.34,+8.5%,21430,17759.80,18185.17,25666.28,15244.92
Pulse Shield Emitter,17862.20,+48.4%,20193,17639.03,18280.21,58531.25,16969.18
Quantum Microprocessor,19215.21,+4.0%,6856,19379.39,19398.55,2762.50,19864.05
Radar Sensor Cluster,13403.02,+2.2%,5483,13368.32,17168.19,8000.00,11967.53
Scalar Capacitor Unit,22784.92,-16.7%,4629,25029.03,26268.56,1512.50,22813.50
Superconductor Rails,17724.84,+1.8%,1938,17736.37,28932.43,25037.01,14723.41
Sustained Shield Emitter,19531.35,+10.1%,9073,19098.85,21046.49,57099.64,16297.74
Tesseract Capacitor Unit,20991.62,-2.8%,35797,23443.18,20388.93,15345.93,25766.51
Thermonuclear Trigger Unit,32378.74,+17.4%,12025,27613.67,39096.84,10927.52,24044.06
Titanium Diborite Armor Plate,6139.41,-17.7%,69613,6072.07,6442.06,600.00,5055.43
Tungsten Carbide Armor Plate,6290.16,-53.7%,70670,5835.31,7997.86,7984.55,4089.67
,,,,,,,
Tech 2 Production,,,,,,,
Construction Blocks,518.34,+2.2%,4725639,517.21,508.51,545.34,525.79
Electronic Parts,793.08,+2.8%,6912713,794.73,793.11,704.00,796.33
Guidance Systems,1375.34,-49.1%,155551,1474.49,447.22,207.79,418.05
Hydrogen Batteries,584.75,-5.3%,655664,144.88,586.58,591.39,500.72
Miniature Electronics,433.09,+4.2%,3581866,966.97,429.54,79.43,427.94
Rocket Fuel,706.40,+39.3%,2433603,708.92,701.91,35443.42,691.33
Superconductors,1475.06,+239.0%,653123,1004.16,4911.66,1069.14,1775.47
Transmitter,900.66,-0.1%,63954,1037.88,828.87,49.11,535.78
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,574.98,-29.8%,1120,708.59,403.96,11.30,108.37
Central System Controller,5833.14,-14.3%,161,14824.10,5000.97,10.33,6945.00
Defensive Control Node,11927.01,-41.3%,1504,12200.09,7000.83,5670.83,10980.90
Electromechanical Hull Sheeting,263.76,+16.6%,79128,241.32,307.80,71.75,305.34
Emergent Combat Analyzer,857.84,-30.3%,1458,1001.46,727.22,1692.60,222.08
Emergent Combat Intelligence,6354.12,-65.1%,188,10420.75,2296.61,1338.89,6353.38
Fused Nanomechanical Engines,945.08,-35.9%,841,1172.15,605.99,20008.20,965.26
Heuristic Selfassemblers,754.85,-3.6%,1191,715.25,804.47,10722.46,359.63
Jump Drive Control Nexus,3643.65,-3.9%,889,3661.18,3514.92,3398.78,5183.59
Melted Nanoribbons,4820757.39,-8.7%,3995,4901448.84,4630455.94,3226959.50,5133194.05
Modified Fluid Router,10849.14,+47.8%,31684,9543.44,15767.49,2981.29,18268.70
Neurovisual Input Matrix,603.19,-58.6%,22422,641.63,258.56,3266.15,568.95
Powdered C-540 Graphite,630.62,-4.5%,23015,663.76,601.41,10.63,845.57
Resonance Calibration Matrix,1472.00,-45.5%,854,1830.70,801.97,10.82,1125.23
Thermoelectric Catalysts,6894.60,-49.2%,367,5867.77,7071.30,27170.00,5910.16
,,,,,,,
Ancient Relics,,,,,,,
Intact Armor Nanobot,42370293.78,-29.2%,0,17402765.42,6671971.33,0.00,42370293.78
Intact Electromechanical Component,24203164.59,-58.7%,0,12500235.67,10001707.00,0.00,24203164.59
Intact Hull Section,66659271.45,-10.0%,0,72555555.89,70200000.00,0.00,66659271.45
Intact Power Cores,28229670.21,-92.9%,0,32388940.11,10001707.00,0.00,28229670.21
Intact Thruster Sections,35256424.13,-100.0%,0,14901871.93,4289760.14,0.00,35256424.13
Intact Weapon Subroutines,43656007.85,-31.3%,0,14004999.88,10001707.00,0.00,43656007.85
Malfunctioning Armor Nanobot,6333416.76,-5.3%,12,6333416.76,4585904.49,0.00,11975596.41
Malfunctioning Electromechanical Component,6705882.80,-70.2%,17,6793750.23,2186333.67,0.00,8599980.50
Malfunctioning Hull Section,19177224.09,-29.7%,0,19361363.64,27909182.01,0.00,19177224.09
Malfunctioning Power Cores,3529412.43,-29.2%,17,2233104.65,6688000.38,20000000.00,9454228.65
Malfunctioning Thruster Sections,4931375.37,+1.4%,20,6130833.47,1835000.67,0.00,9900958.32
Malfunctioning Weapon Subroutines,8000000.18,-0.0%,18,8000000.18,5439537.97,20000000.00,19206339.99
Wrecked Armor Nanobot,1769321.79,-100.0%,47,1738904.33,500.00,2002500.00,37552.34
