Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.57,-1.1%,17344878224,2.61,2.51,2.53,2.77
Pyerite,6.30,+1.6%,4754587326,6.48,6.12,5.41,6.75
Mexallon,27.17,-1.3%,1183820318,27.17,27.26,26.41,28.84
Isogen,49.97,-0.3%,192695812,50.62,48.86,48.72,52.74
Nocxium,92.01,-9.5%,62519547,97.01,65.37,97.20,95.68
Zydrine,1419.07,-2.0%,8632880,1409.91,1422.84,1507.42,1395.86
Megacyte,2598.20,-1.2%,6960522,2598.40,2618.02,2430.77,2656.37
Morphite,5744.30,-1.7%,416495,5811.83,5601.65,6522.82,5684.89
,,,,,,,
Fuel,,,,,,,
Coolant,1274.13,-3.9%,1589009,1148.46,1349.19,1738.84,1246.66
Enriched Uranium,5319.68,-1.9%,897861,5523.15,5230.96,5008.01,5300.52
Heavy Water,19.32,-5.6%,15545259,18.94,17.92,67.98,22.29
Helium Isotopes,374.53,-4.1%,4593814,363.93,374.25,399.98,353.97
Hydrogen Isotopes,340.91,-3.1%,48497970,343.60,339.54,345.14,370.19
Nitrogen Isotopes,413.65,-2.3%,11398424,402.22,425.40,474.54,344.01
Oxygen Isotopes,392.14,-0.1%,11872240,381.39,413.53,476.40,376.05
Liquid Ozone,294.53,-3.8%,9394368,289.83,290.94,357.55,302.48
Mechanical Parts,633.14,-2.5%,1678766,668.70,611.72,597.04,648.76
Oxygen,105.54,-1.8%,7044393,109.23,99.25,133.31,123.94
Robotics,6901.75,+0.5%,1281034,6960.00,6890.00,7670.39,6931.77
Strontium Clathrates,754.27,-8.6%,595024,700.03,798.47,616.37,797.64
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,134071.41,-1.8%,72065,133323.18,136349.84,134567.98,139094.29
Armor Plates,222184.10,+0.1%,58881,226117.07,205628.21,217183.64,234970.95
Broken Drone Transceiver,99.09,-0.3%,17022,100.16,97.75,100.00,148.96
Burned Logic Circuit,30594.87,+0.9%,120830,31105.22,29721.19,31499.40,31914.65
Charred Micro Circuit,134.91,+4.5%,105429,165.03,99.90,100.00,137.85
Conductive Polymer,128.19,-15.7%,21758,96.78,142.40,114.59,217.07
Contaminated Lorentz Fluid,139.29,+6.2%,14788,186.29,90.15,101.00,175.45
Contaminated Nanite Compound,2685.36,+7.7%,37182,2891.52,2219.27,2624.81,3108.90
Damaged Artificial Neural Network,297.15,+2.8%,11839,300.01,261.10,500.00,331.64
Defective Current Pump,177.80,+1.1%,7655,191.26,157.46,119.38,308.29
Fried Interface Circuit,4420.25,+2.7%,150564,4629.36,3958.26,4408.54,4603.23
Malfunctioning Shield Emitter,203.09,+8.7%,22897,255.01,111.09,300.00,290.93
Melted Capacitor Console,78694.00,-0.0%,7632,77034.56,82438.67,87000.00,78094.63
Scorched Telemetry Processor,132.60,-0.7%,11268,138.81,124.16,120.02,148.10
Smashed Trigger Unit,94.33,+3.0%,63363,106.21,80.62,56.01,124.11
Tangled Power Conduit,231.98,+1.2%,7594,200.38,306.37,100.00,276.37
Thruster Console,86.37,-10.2%,28529,51.00,159.18,100.00,283.04
Tripped Power Circuit,42619.33,+2.5%,120518,44233.73,39748.20,45124.08,46069.30
Ward Console,21397.39,+1.6%,9885,20877.18,21071.99,24701.54,19230.54
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,193999.00,-63.0%,154,0.00,193999.00,0.00,150207.81
Datacore - Caldari Starship Engineering,253149.79,-19.0%,442,184269.47,318982.30,0.00,151233.63
Datacore - Electromagnetic Physics,97139.90,+55.6%,514,110559.99,95693.77,0.00,96285.69
Datacore - Electronic Engineering,298632.37,+0.6%,2365,319753.08,277493.79,0.00,280343.14
Datacore - Gallentean Starship Engineering,182830.05,-4.8%,827,197500.00,184024.04,10000.00,208145.03
Datacore - Graviton Physics,123513.44,+10.5%,386,128368.43,113376.22,0.00,118396.78
Datacore - High Energy Physics,189175.91,+4.8%,1421,205527.09,187783.18,198499.99,210657.21
Datacore - Hydromagnetic Physics,384074.24,+14.0%,811,351945.33,421989.81,0.00,423381.14
Datacore - Laser Physics,148771.89,-0.5%,336,116296.35,164155.04,0.00,148785.49
Datacore - Mechanical Engineering,374185.21,-0.3%,8241,405635.01,364190.01,305527.69,413651.25
Datacore - Minmatar Starship Engineering,408204.12,+1.4%,3962,414810.97,404576.34,300100.00,464162.37
Datacore - Molecular Engineering,327156.31,-5.7%,858,310198.99,348186.93,0.00,318319.84
Datacore - Nanite Engineering,257447.00,+10.5%,1026,200579.84,301217.88,300000.00,187609.05
Datacore - Nuclear Physics,311213.52,-4.4%,2694,331484.92,305429.98,0.00,355747.94
Datacore - Plasma Physics,175226.64,+66.5%,324,137024.89,286149.77,0.00,176239.26
