Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.77,-0.2%,31225790801,2.80,2.67,2.71,2.95
Pyerite,7.01,+0.3%,8624002032,7.11,6.75,6.53,7.50
Mexallon,28.52,-2.2%,2248685163,28.80,27.51,27.20,31.10
Isogen,54.14,-1.3%,351723254,54.59,52.99,53.54,55.79
Nocxium,86.97,+3.9%,112133257,85.74,89.05,89.05,82.54
Zydrine,1168.17,+4.6%,21723634,1159.85,1171.99,1338.78,1150.20
Megacyte,2058.76,+5.7%,11078985,2054.53,2003.44,2324.24,2101.60
Morphite,5004.94,+7.9%,662236,5012.94,4825.68,6299.93,5132.22
,,,,,,,
Fuel,,,,,,,
Coolant,1176.40,+4.8%,3452129,1115.83,1331.28,2088.55,1192.29
Enriched Uranium,5425.67,-2.4%,1834145,5656.58,5245.64,5188.76,5300.34
Heavy Water,20.43,+0.2%,43301072,19.76,19.90,31.51,22.25
Helium Isotopes,400.35,-3.5%,13818458,388.06,488.54,426.47,363.13
Hydrogen Isotopes,440.69,+3.1%,139451446,445.88,436.24,434.92,479.97
Nitrogen Isotopes,459.41,+1.9%,19661989,440.26,489.87,622.77,430.34
Oxygen Isotopes,495.20,-0.4%,27414423,490.11,501.24,563.52,454.03
Liquid Ozone,384.33,-5.1%,36294977,376.99,393.72,435.97,341.94
Mechanical Parts,624.27,+1.4%,4083195,631.81,621.79,597.86,662.11
Oxygen,107.69,+5.9%,14213624,109.25,105.70,109.53,116.57
Robotics,6877.65,+0.7%,666496,6959.90,6791.68,7000.00,6928.26
Strontium Clathrates,1036.53,-6.3%,2127759,1085.93,812.00,2141.91,871.05
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,137043.26,+1.3%,146260,136601.02,138205.27,137998.36,145456.91
Armor Plates,196421.04,+1.4%,114155,197594.39,189548.03,197934.14,203045.61
Broken Drone Transceiver,125.17,-2.2%,85014,131.04,98.38,100.00,140.43
Burned Logic Circuit,31202.97,+0.4%,435751,31743.53,28742.03,30894.11,31971.28
Charred Micro Circuit,207.79,-0.7%,410802,232.82,135.01,109.37,469.37
Conductive Polymer,156.33,+0.7%,66103,161.04,149.15,100.00,110.11
Contaminated Lorentz Fluid,147.34,+5.1%,62397,169.73,73.14,100.00,230.11
Contaminated Nanite Compound,2636.46,-5.5%,122576,2646.13,2456.24,3000.01,3155.26
Damaged Artificial Neural Network,405.99,-2.9%,118837,416.03,339.39,435.89,200.08
Defective Current Pump,174.42,+2.7%,28760,187.71,115.61,101.01,326.01
Fried Interface Circuit,3293.20,+7.4%,414386,3227.06,3296.80,4000.00,4424.01
Malfunctioning Shield Emitter,410.45,-8.9%,88577,440.61,317.74,300.00,384.32
Melted Capacitor Console,99781.18,+4.9%,32505,97098.95,115129.09,98980.14,94696.30
Scorched Telemetry Processor,291.39,-12.4%,90057,309.28,125.73,120.03,156.47
Smashed Trigger Unit,161.76,+0.4%,267206,169.35,128.54,100.00,122.59
Tangled Power Conduit,439.11,-3.7%,80504,454.72,268.05,405.02,240.26
Thruster Console,149.71,-7.2%,93703,152.65,148.10,100.00,215.31
Tripped Power Circuit,38557.11,-5.0%,437596,39187.28,36855.64,36479.10,39472.19
Ward Console,23545.04,+0.1%,68075,24004.03,18534.76,22000.00,19467.06
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,148727.27,+15.5%,2132,138205.88,184500.00,0.00,127680.86
Datacore - Caldari Starship Engineering,150986.56,-11.7%,803,175812.23,131517.12,0.00,178303.67
Datacore - Electromagnetic Physics,101619.15,+1.3%,1000,98999.94,106256.83,0.00,89325.28
Datacore - Electronic Engineering,239986.53,+3.2%,6076,236478.81,251154.04,230000.00,206565.09
Datacore - Gallentean Starship Engineering,178601.52,-5.8%,3624,178878.97,177438.07,248019.95,189394.99
Datacore - Graviton Physics,115842.60,+93.1%,1860,100000.00,142666.05,0.00,80620.12
Datacore - High Energy Physics,183444.58,+8.6%,3685,193108.18,177040.68,0.00,200967.29
Datacore - Hydromagnetic Physics,679428.59,-1.9%,2129,729649.58,645204.63,0.00,501711.85
Datacore - Laser Physics,184612.75,-10.2%,1563,157780.34,213708.33,230000.00,120145.05
Datacore - Mechanical Engineering,317952.08,-1.1%,38119,318813.78,317499.20,315095.72,342767.11
Datacore - Minmatar Starship Engineering,337476.46,-5.0%,7191,364492.47,308871.76,358482.97,369260.27
Datacore - Molecular Engineering,357176.69,-9.5%,2968,365593.65,330036.42,421999.99,336786.18
Datacore - Nanite Engineering,288772.15,-15.4%,3769,315701.36,237446.18,180000.00,181363.11
Datacore - Nuclear Physics,347978.25,-13.1%,4574,355361.70,304253.11,424998.98,337311.54
Datacore - Plasma Physics,216117.01,-3.7%,1258,188717.66,243776.69,0.00,177990.86
Datacore - Quantum Physics,352935.36,-0.2%,2425,357564.42,348865.35,327501.69,352499.87
Datacore - Rocket Science,271980.87,+6.2%,3313,276883.40,256552.39,452317.32,263220.87
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,9724729.49,-0.5%,154,8549202.95,10647362.06,6001000.00,11350407.15
Assembly Instructions,25536451.02,+7.0%,33,25009973.26,26799997.66,0.00,0.00
Calibration Data,4703351.26,-1.9%,337,4699344.59,4776900.29,4038461.54,5780404.45
Circuitry Schematics,5120778.48,-2.0%,96,5092706.42,5459939.36,3381717.90,0.00
Circular Logic,1076407.29,+155.5%,73,1076407.29,0.00,0.00,1708025.23
Classic Doctrine,7639938.10,+7.5%,53,7549933.68,8900000.00,0.00,8432696.45
Collision Measurements,6579999.95,-0.2%,73,6958333.27,5066666.67,0.00,0.00
Engagement Plan,7280949.86,+6.1%,53,7258333.18,7314874.88,0.00,0.00
Formation Layout,5514024.40,-4.6%,126,5390054.40,6533333.34,0.00,0.00
Installation Guide,39899997.99,+10.9%,35,39899997.99,0.00,0.00,22637484.37
Interface Alignment Chart,2519104.68,+35.0%,31,3425418.11,2217000.20,0.00,0.00
Operation Handbook,6443380.40,-5.1%,528,6526952.21,6449994.12,5240478.00,0.00
Prototype Diagram,8442272.45,+1.7%,32,11487499.25,6702142.86,0.00,0.00
Sacred Manifesto,3621219.37,+2.8%,208,3593072.51,4840000.00,2500000.00,4726273.99
Stolen Formulas,0.00,+100.0%,22,0.00,0.00,0.00,0.00
Symbiotic Figures,8000000.00,-47.6%,73,8000000.00,0.00,0.00,4792854.11
Test Reports,10179900.00,+20.8%,33,12399800.01,7960000.00,0.00,11289627.22
Tuning Instructions,8539922.40,-3.2%,40,9357714.41,7585831.71,0.00,8375183.15
User Manual,2501667.21,+0.0%,33,3405000.63,2050000.50,0.00,3159863.13
War Strategon,42000000.00,-24.2%,15,0.00,42000000.00,0.00,22248186.06
,,,,,,,
Advanced Moon Minerals,,,,,,,
Crystalline Carbonide,126.47,+1.2%,10019664,126.11,133.97,59.69,110.09
Fermionic Condensates,27050.26,-16.6%,26929,22954.81,29696.46,60000.00,17999.65
Fernite Carbide,115.78,+0.3%,32400358,117.93,111.57,143.68,113.79
Ferrogel,13303.82,+2.5%,164893,13025.99,14994.17,28000.00,12834.47
Fullerides,995.60,-14.0%,3426728,979.30,1132.12,516.01,952.41
Hypersynaptic Fibers,4141.34,-6.4%,509545,4192.70,4057.70,19899.95,3958.80
Nanotransistors,2968.47,-7.1%,2845682,2882.28,3218.78,3469.83,2675.84
Phenolic Composites,713.88,-22.9%,546113,709.03,799.67,32.15,625.29
Sylramic Fibers,199.18,+3.0%,22594262,198.47,210.76,201.00,195.47
Titanium Carbide,126.96,-3.2%,13275795,127.89,127.65,48.37,120.70
Tungsten Carbide,142.56,-28.1%,2945219,109.34,193.41,30.01,111.93
,,,,,,,
Ancient Salvaged Materials,,,,,,,
Cartesian Temporal Coordinator,445.57,-0.6%,1299,500.56,352.68,10.00,1693.09
Central System Controller,4770.34,+67.2%,153,5654.99,3001.08,3000.00,11621.77
Defensive Control Node,8636.51,+21.5%,160,9006.30,8081.64,3000.00,16198.05
Electromechanical Hull Sheeting,933.25,-32.6%,48396,1277.75,637.74,90.31,1162.44
Emergent Combat Analyzer,640.72,+3.5%,1022,798.71,368.02,50.00,1756.18
Emergent Combat Intelligence,3141.65,+76.0%,217,2979.81,3489.02,3000.00,13543.32
Fused Nanomechanical Engines,560.10,+41.3%,933,414.55,515.02,6013.00,4046.33
