Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.34,-0.8%,25950893175,2.36,2.30,2.26,2.50
Pyerite,4.39,-4.7%,6527504850,4.45,4.29,4.62,4.64
Mexallon,29.90,+0.9%,1949882416,30.14,29.44,27.29,35.24
Isogen,55.02,-0.0%,316163451,56.78,51.07,52.70,57.16
Nocxium,149.84,-1.4%,69968969,147.59,159.60,133.79,143.01
Zydrine,1073.44,+2.6%,23636344,1073.72,1072.28,1110.27,1075.19
Megacyte,2375.92,+2.7%,8358790,2383.49,2337.33,2095.30,2327.66
Morphite,3915.72,+9.6%,668944,3967.25,3917.35,4026.13,3959.25
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,123174.52,-5.8%,147480,123739.28,120451.43,117252.72,129606.38
Armor Plates,232473.46,+0.8%,102357,234019.25,224067.50,207889.76,236917.87
Broken Drone Transceiver,92.53,+11.5%,62700,103.15,34.32,104.42,223.54
Burned Logic Circuit,30428.30,-1.2%,424560,30758.58,28708.39,23816.31,31618.87
Charred Micro Circuit,147.05,+2.9%,385592,158.49,95.09,100.97,376.51
Conductive Polymer,139.93,+7.3%,43474,150.15,104.14,104.42,248.32
Contaminated Lorentz Fluid,414.65,-48.1%,121136,436.01,91.11,105.00,285.71
Contaminated Nanite Compound,2889.03,-0.2%,113061,3000.37,2242.22,475.69,3070.96
Damaged Artificial Neural Network,261.88,-4.5%,48558,199.46,679.42,17.32,298.46
Defective Current Pump,147.80,+7.4%,27429,158.67,74.27,112.62,264.91
Fried Interface Circuit,4395.48,-1.8%,453869,4404.10,4346.70,3765.25,4423.48
Malfunctioning Shield Emitter,108.74,+0.2%,83959,112.09,89.94,100.57,431.69
Melted Capacitor Console,111288.84,-0.2%,29238,111662.37,99813.68,83880.57,107131.28
Scorched Telemetry Processor,104.79,+7.8%,37702,112.80,66.52,100.00,267.04
Smashed Trigger Unit,91.64,+1.9%,214917,99.95,57.23,30.36,229.66
Tangled Power Conduit,284.20,+3.2%,30800,293.23,187.70,100.00,310.98
Thruster Console,119.60,+8.8%,92573,130.08,12.96,100.00,279.76
