Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.48,-3.9%,26160581138,2.50,2.43,2.47,2.45
Pyerite,5.14,-6.7%,6459443504,5.22,5.02,4.80,5.29
Mexallon,23.45,-2.4%,1974172700,23.95,22.06,22.01,25.16
Isogen,48.70,-1.0%,334935658,49.14,47.57,48.65,48.54
Nocxium,127.78,-5.9%,183007815,126.34,132.66,138.08,120.80
Zydrine,1218.37,-0.7%,23638058,1205.29,1240.83,1333.55,1130.56
Megacyte,2593.80,-11.2%,9230807,2573.57,2651.81,2928.61,2494.02
Morphite,4739.00,+5.4%,957710,4740.09,4668.22,5677.32,4802.09
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,121637.52,+1.1%,121722,121991.67,120344.53,121549.72,130264.02
Armor Plates,234903.55,+1.4%,118943,235558.86,233297.15,221826.64,230677.69
Broken Drone Transceiver,102.45,-36.5%,62124,65.03,186.50,100.00,249.90
Burned Logic Circuit,31256.46,-1.7%,447441,31778.62,29488.24,29238.11,32455.96
Charred Micro Circuit,124.48,+2.1%,392185,114.29,163.33,100.00,318.29
Conductive Polymer,100.10,-49.0%,41347,50.37,196.36,100.00,319.38
Contaminated Lorentz Fluid,163.51,-2.1%,61733,159.79,187.35,100.00,264.02
Contaminated Nanite Compound,3121.57,+8.9%,92325,3181.73,2561.27,1865.65,3439.59
Damaged Artificial Neural Network,315.83,+7.0%,47424,338.70,263.47,500.00,370.13
Defective Current Pump,201.69,-4.6%,28452,203.55,190.11,100.00,350.04
Fried Interface Circuit,4887.20,+0.9%,354651,4903.42,4752.20,4234.88,4947.71
Malfunctioning Shield Emitter,317.53,+4.9%,80487,324.81,286.05,301.31,270.01
Melted Capacitor Console,87895.63,+2.7%,28865,87921.84,86710.02,88303.61,84771.24
Scorched Telemetry Processor,158.22,-3.4%,34936,149.32,194.15,100.00,285.97
Smashed Trigger Unit,120.12,-41.7%,205414,98.56,189.36,100.01,277.77
Tangled Power Conduit,305.21,-15.8%,29056,311.09,276.74,417.06,330.51
Thruster Console,114.72,-12.8%,118840,100.82,195.35,100.00,367.91
Tripped Power Circuit,47906.64,-2.9%,485763,48837.29,44033.75,44866.41,49999.13
Ward Console,26208.25,+3.6%,48085,26512.59,23899.54,24075.94,23652.07
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5041.98,+2.2%,262,5301.35,426.29,2041.07,7599.60
Capacitor Console,19234031.39,+3.0%,131,19245339.47,15335300.20,9071433.65,19042208.00
Conductive Thermoplastic,11307.20,+6.2%,69,12002.97,16030.90,3001.08,13671.09
Current Pump,15644.05,-36.1%,62,16621.91,19855.39,3858.27,43108.39
Drone Transceiver,3659.72,+1.3%,132,3777.77,2357.21,2149.22,6655.70
Enhanced Ward Console,17860738.55,-0.6%,166,17813230.32,18519467.77,8878462.50,16884220.10
Impetus Console,10099.64,-16.3%,151,10489.20,5109.84,5008.95,36802.27
Intact Armor Plates,21266465.90,-1.7%,191,21401407.71,19153032.11,18043535.46,23120099.32
Intact Shield Emitter,942375.83,+25.8%,116,974582.69,622968.42,106976.67,653973.40
Interface Circuit,91018.69,+136.2%,959,93679.51,145657.71,178175.60,72801.86
Logic Circuit,143974.03,-2.7%,564,147475.62,115356.20,98382.68,148382.37
Lorentz Fluid,2938.32,+2.9%,397,2998.69,1.06,1503.07,13128.00
Micro Circuit,15258.76,+96.6%,711,15496.07,6701.90,40548.86,10276.60
Nanite Compound,91617.71,-61.8%,161,74953.82,108433.15,5369.37,86641.84
Power Circuit,1638090.88,-10.9%,848,1630403.06,1668261.06,3326559.90,1659451.03
Power Conduit,14460.99,+38.3%,82,17965.65,36195.65,2007.12,13472.72
Single-crystal Superalloy I-beam,5378581.23,-30.3%,198,5413752.85,5184304.88,6660975.61,6258280.57
Telemetry Processor,131738.13,-81.0%,77,146724.68,67593.07,22003.70,37008.94
Trigger Unit,30855.32,+13.0%,246,31326.46,26363.81,70539.34,19572.22
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,311.07,-0.4%,12802599,309.38,362.44,352.06,310.36
Hydrogen Isotopes,330.09,-3.1%,131239229,333.59,326.17,325.92,356.30
Nitrogen Isotopes,349.79,-5.7%,12339431,328.90,394.49,430.11,313.34
Oxygen Isotopes,347.78,-0.5%,22574448,347.99,371.95,398.83,330.03
Heavy Water,21.87,+0.7%,27251056,22.00,22.46,21.28,22.90
Liquid Ozone,278.67,-4.2%,23680539,278.73,287.49,346.91,246.25
Strontium Clathrates,484.39,+5.3%,1384234,484.89,558.26,791.41,385.08
,,,,,,,
