Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,+0.5%,25798345470,2.51,2.50,2.47,2.54
Pyerite,5.20,-0.6%,7551533103,5.27,5.12,4.80,5.50
Mexallon,23.47,+2.8%,1849443265,23.85,22.59,22.01,25.33
Isogen,48.83,+1.2%,290820027,49.29,47.80,48.65,48.78
Nocxium,132.94,-1.5%,122921158,131.08,137.46,138.08,124.34
Zydrine,1232.14,+17.5%,22894830,1228.65,1240.83,1333.55,1197.21
Megacyte,2617.41,-1.6%,11187280,2604.10,2664.84,2928.61,2641.39
Morphite,4804.08,-3.7%,887146,4844.64,4856.27,5677.32,4971.67
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,123187.13,+2.3%,132317,123989.71,120307.70,121549.72,129840.91
Armor Plates,232029.39,+0.2%,110455,233581.77,227662.08,221826.64,230974.44
Broken Drone Transceiver,156.64,-58.5%,215605,63.94,176.60,100.00,195.77
Burned Logic Circuit,31081.13,+1.4%,459015,31667.08,29389.67,29238.11,32331.84
Charred Micro Circuit,137.09,-18.3%,570976,111.11,171.94,100.00,279.04
Conductive Polymer,76.82,-34.9%,33950,48.56,155.48,100.00,233.07
Contaminated Lorentz Fluid,157.72,+1.4%,54566,156.84,174.81,100.00,236.16
Contaminated Nanite Compound,2913.48,-0.5%,112115,3047.86,2561.27,1865.65,3496.96
Damaged Artificial Neural Network,318.22,+7.5%,44156,338.70,248.94,500.00,392.96
Defective Current Pump,204.22,-5.0%,34971,210.08,251.85,100.00,235.42
Fried Interface Circuit,4766.47,+3.0%,418837,4800.46,4752.20,4234.88,4994.70
Malfunctioning Shield Emitter,304.62,+4.4%,95062,313.57,252.41,301.31,264.76
Melted Capacitor Console,88485.06,-1.2%,45820,87046.16,102259.44,88303.61,80426.92
Scorched Telemetry Processor,152.89,-2.6%,37002,147.32,162.18,100.00,257.89
Smashed Trigger Unit,111.71,+16.2%,257633,95.37,160.97,100.01,257.73
Tangled Power Conduit,307.88,-13.0%,29115,324.76,532.84,417.06,245.35
Thruster Console,110.24,-6.6%,88896,101.54,150.92,100.00,352.10
Tripped Power Circuit,47900.22,+1.1%,454473,48583.41,44761.86,44866.41,48785.20
Ward Console,23905.84,+7.7%,38041,24222.22,22309.30,24075.94,21645.83
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5334.45,-2.5%,265,6080.27,426.29,2041.07,8703.65
Capacitor Console,19058748.49,-2.7%,111,19897966.85,15335300.20,9071433.65,17145620.03
Conductive Thermoplastic,10050.07,+19.4%,63,12002.94,16030.90,3001.08,14500.92
Current Pump,8335.59,+20.0%,63,14254.54,19855.39,3858.27,43484.64
Drone Transceiver,3014.86,+4.1%,152,3609.02,2357.21,2149.22,5255.46
Enhanced Ward Console,17856370.54,-0.5%,135,17796462.54,18519467.77,8878462.50,17325887.62
Impetus Console,12599.69,-16.0%,241,14040.52,5109.84,5008.95,36802.27
Intact Armor Plates,20979037.52,-0.0%,163,21190789.41,19153032.11,18043535.46,22627870.91
Intact Shield Emitter,802387.97,-0.3%,156,845331.11,622968.42,106976.67,697958.09
Interface Circuit,99350.07,+38.0%,1355,81484.53,145657.71,178175.60,84857.83
Logic Circuit,132264.84,+16.0%,732,145123.36,115356.20,98382.68,151383.63
Lorentz Fluid,2400.86,+9.7%,148,2885.71,1.06,1503.07,13128.00
Micro Circuit,9733.88,+20.8%,1034,11817.41,6701.90,40548.86,10220.83
Nanite Compound,84621.46,-58.6%,181,71292.31,108433.15,5369.37,87628.62
Power Circuit,1670142.07,+7.8%,1514,1668183.31,1668261.06,3326559.90,1713882.91
Power Conduit,14164.30,+41.2%,84,17965.65,36195.65,2007.12,11352.40
Single-crystal Superalloy I-beam,5877855.13,-6.0%,283,5968947.42,5184304.88,6660975.61,6275531.44
Telemetry Processor,109120.22,+333.4%,93,139430.61,67593.07,22003.70,35690.36
Trigger Unit,32220.38,+41.5%,325,32067.87,26363.81,70539.34,17826.85
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,339.43,-11.3%,15507364,337.87,362.44,352.06,311.01
Hydrogen Isotopes,333.03,-0.6%,123026863,337.53,326.03,325.92,360.03
Nitrogen Isotopes,371.33,-9.9%,19340100,354.09,409.26,430.11,315.17
Oxygen Isotopes,361.43,-3.0%,21210664,355.37,371.95,398.83,332.09
Heavy Water,22.44,-2.1%,35965733,22.46,22.33,21.28,23.04
Liquid Ozone,298.03,-15.1%,28317996,301.73,288.68,346.91,259.16
Strontium Clathrates,527.46,-14.7%,2206759,510.96,558.26,791.41,399.83
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,1214.88,-5.8%,4680166,1118.23,1570.11,1406.67,1189.29
