Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.74,+0.0%,34359255006,2.77,2.71,2.57,2.93
Pyerite,6.95,+1.3%,7916156238,7.06,6.81,6.46,7.44
Mexallon,28.06,+1.7%,2227908211,28.50,27.06,27.04,30.97
Isogen,54.33,-0.5%,400501132,55.22,52.42,52.29,55.48
Nocxium,83.12,-1.1%,121373408,83.49,82.10,79.16,80.32
Zydrine,1170.00,-3.3%,23805392,1171.33,1158.25,1229.88,1114.45
Megacyte,2076.55,-1.0%,11775227,2101.78,2017.66,1866.72,2057.03
Morphite,4910.38,+0.6%,898920,4866.43,5253.11,4565.91,4763.82
,,,,,,,
Fuel,,,,,,,
Coolant,1131.47,-2.6%,3641533,1083.46,1285.59,2004.63,1239.80
Enriched Uranium,5177.74,-2.9%,1715811,5142.73,5275.53,4918.80,5300.01
Heavy Water,19.12,-6.2%,41626958,19.83,17.30,18.90,20.90
Helium Isotopes,385.34,+9.6%,15751204,365.27,428.77,423.72,365.08
Hydrogen Isotopes,414.08,-2.0%,114916935,425.35,404.25,411.12,444.38
Nitrogen Isotopes,475.88,-9.3%,26500310,464.23,485.44,629.90,414.58
Oxygen Isotopes,426.91,-5.6%,21408456,413.98,439.87,553.04,398.62
Liquid Ozone,343.79,-2.3%,30968242,340.37,335.24,425.78,304.13
Mechanical Parts,618.47,-3.4%,4446366,638.32,601.41,584.34,647.90
Oxygen,105.24,-3.7%,13591031,109.25,97.92,119.20,113.64
Robotics,6820.35,-2.2%,671375,6940.96,6670.66,6981.23,6930.86
Strontium Clathrates,785.42,-0.8%,1343232,882.31,709.70,786.91,855.22
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,132924.66,-0.4%,140291,132959.05,132979.00,132529.06,139593.05
Armor Plates,201415.95,-3.9%,112586,203976.91,192148.16,197760.25,204004.35
Broken Drone Transceiver,97.03,-0.2%,71934,96.10,98.50,100.01,142.38
Burned Logic Circuit,29481.71,+2.3%,476044,29541.25,28897.35,30646.60,30495.90
Charred Micro Circuit,141.42,+71.7%,499562,149.06,111.71,134.39,294.12
Conductive Polymer,138.61,-5.0%,62036,135.35,149.36,100.01,116.37
Contaminated Lorentz Fluid,158.28,+1.6%,79658,180.21,77.02,100.01,240.95
Contaminated Nanite Compound,2633.07,-0.5%,133153,2765.51,1854.19,3000.00,2946.31
Damaged Artificial Neural Network,310.21,-11.0%,48063,274.58,434.04,412.41,300.73
Defective Current Pump,178.32,-1.0%,52364,191.13,153.30,100.88,267.71
Fried Interface Circuit,3870.24,-0.1%,446165,3996.16,3116.52,4200.00,3846.72
Malfunctioning Shield Emitter,207.96,+2.4%,83670,200.06,302.20,100.00,309.99
Melted Capacitor Console,87396.96,-3.6%,29285,83917.73,85619.28,125779.92,83112.01
Scorched Telemetry Processor,244.53,+13.8%,52149,276.62,136.65,120.00,167.70
Smashed Trigger Unit,119.73,+0.9%,218642,118.70,127.25,100.00,123.58
Tangled Power Conduit,438.27,-47.4%,108331,464.69,396.10,207.12,218.06
Thruster Console,136.77,+3.5%,97964,136.71,160.10,100.01,177.52
Tripped Power Circuit,38581.75,+0.8%,428589,38993.86,37031.91,38368.72,39741.29
Ward Console,21840.18,+11.7%,42792,21407.99,25383.67,20688.02,18788.34
,,,,,,,
Datacores,,,,,,,
