Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.43,-1.4%,26094430731,2.47,2.32,2.58,2.49
Pyerite,4.61,-1.5%,6259046307,4.67,4.46,4.46,4.76
Mexallon,28.40,+4.2%,1994828621,28.70,27.79,25.05,31.77
Isogen,54.49,+0.4%,279070919,55.72,51.26,52.33,59.73
Nocxium,126.60,+2.0%,89703912,126.00,130.84,128.31,128.72
Zydrine,1039.96,-0.2%,20166552,1029.69,1063.44,1110.27,1010.07
Megacyte,2191.08,+2.2%,10150676,2213.42,2135.49,2095.30,2294.32
Morphite,4092.63,+2.6%,875783,4010.30,4431.66,4026.13,3928.52
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,121436.87,-2.0%,116519,122842.15,118189.51,117252.72,128613.65
Armor Plates,229438.85,+0.2%,115814,231054.83,228013.56,207889.76,232205.57
Broken Drone Transceiver,88.14,+15.7%,60822,101.07,22.00,104.42,224.03
Burned Logic Circuit,30341.88,+2.2%,422312,30967.09,29701.43,23772.82,31754.63
Charred Micro Circuit,144.77,+7.7%,409062,153.89,113.92,101.25,381.31
Conductive Polymer,134.70,+11.4%,34708,150.12,55.76,104.42,207.63
Contaminated Lorentz Fluid,184.14,+16.8%,84013,218.89,111.64,105.00,195.98
Contaminated Nanite Compound,2792.23,+7.4%,119200,2990.39,2207.51,475.69,3061.14
Damaged Artificial Neural Network,268.61,-6.9%,45308,178.42,563.22,17.32,329.62
Defective Current Pump,165.78,-4.3%,34564,158.55,212.37,112.62,232.36
Fried Interface Circuit,4271.30,-1.4%,425211,4307.64,4369.22,3534.90,4618.83
Malfunctioning Shield Emitter,206.76,-13.4%,105425,225.08,89.09,100.57,356.21
Melted Capacitor Console,95767.13,+3.2%,34186,95648.21,172713.56,83880.57,94331.28
Scorched Telemetry Processor,111.62,+0.8%,35439,112.42,93.20,100.00,228.83
Smashed Trigger Unit,67.61,+33.2%,205449,74.96,41.19,30.36,210.39
Tangled Power Conduit,276.61,+4.9%,34702,280.25,300.12,100.00,320.50
Thruster Console,132.83,-5.0%,127957,135.98,49.20,100.00,286.39
Tripped Power Circuit,56542.07,+6.1%,431998,58181.25,50897.02,45893.30,59541.79
Ward Console,26777.47,-0.7%,35132,26558.13,26518.42,27637.68,24878.60
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,6884.92,-10.9%,292,6884.92,1612.44,1555.42,5525.28
Capacitor Console,18756855.88,-0.8%,108,19742774.76,15548569.35,12241179.40,20380869.73
Conductive Thermoplastic,25334.95,-52.6%,93,25334.95,5667.99,3001.08,15875.01
Current Pump,12550.64,+19.5%,156,17979.20,1553.68,3201.63,39623.50
Drone Transceiver,14744.48,-74.8%,223,7835.56,19730.34,2001.09,2138.33
Enhanced Ward Console,14999335.31,-4.1%,101,14979714.39,15039802.83,12222422.68,15281654.73
Impetus Console,11451.45,-5.6%,171,10511.25,11398.86,7911.59,12591.71
Intact Armor Plates,21800753.18,-1.8%,158,22019759.80,19391739.87,18453043.01,23689858.28
Intact Shield Emitter,412121.25,+45.6%,80,532961.82,388521.71,207588.55,783385.52
Interface Circuit,74495.65,-12.2%,577,74495.65,123281.98,53822.20,63166.39
Logic Circuit,155938.26,-15.6%,866,160495.80,110603.41,111863.50,127374.62
Lorentz Fluid,2975.24,+1.7%,213,2982.19,34.27,4206.64,2102.80
Micro Circuit,3100.25,-3.2%,791,3086.67,6964.74,5446.39,5741.16
Nanite Compound,35949.77,+0.1%,117,35949.77,59657.52,19751.32,45766.54
Power Circuit,1423095.34,-1.3%,1016,1512233.27,1014409.41,1016396.99,1381444.81
Power Conduit,1585.11,-11.6%,152,1401.01,5485.69,23908.76,34319.48
Single-crystal Superalloy I-beam,6086862.86,+2.9%,328,6091715.65,5554675.08,4479579.04,5681818.85
Telemetry Processor,87284.10,-8.3%,88,95762.51,6124.94,22004.07,112154.91
Trigger Unit,42183.64,+11.4%,170,43115.78,6679.19,4050.01,33266.68
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,319.58,+3.3%,10981257,318.12,336.39,372.98,319.69
Hydrogen Isotopes,324.45,+3.3%,82364454,330.51,316.49,339.56,325.55
Nitrogen Isotopes,327.36,+4.4%,12944629,326.87,364.42,377.49,310.01
Oxygen Isotopes,369.79,+6.8%,27247140,382.93,337.96,377.04,383.39
Heavy Water,19.49,+22.1%,32326063,21.93,16.47,24.39,22.34
Liquid Ozone,246.78,+1.3%,19760007,243.20,254.25,339.32,227.77
Strontium Clathrates,523.04,-3.1%,3518093,533.82,463.05,575.45,344.82
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,6963.83,+21.8%,1191392,7479.45,6134.11,4190.62,7393.59
Enriched Uranium,10569.56,-24.3%,714965,11059.50,9790.90,12635.77,10679.40
Mechanical Parts,4532.02,-6.2%,704292,4530.20,4477.40,6958.20,4028.46
Oxygen,188.49,+6.1%,5070857,193.40,205.46,189.35,250.42
Robotics,24814.62,-5.3%,296512,24275.11,26572.62,22978.87,20152.64
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,177555.31,+12.6%,229,165234.92,188813.89,203073.44,147216.56
Datacore - Caldari Starship Engineering,136172.54,+17.5%,1097,127245.83,145453.18,241447.83,105445.30
Datacore - Electromagnetic Physics,78562.05,-23.6%,754,94157.58,71670.60,197289.16,64408.93
Datacore - Electronic Engineering,238471.57,+3.0%,7894,235945.99,243002.46,252456.29,223052.83
Datacore - Gallentean Starship Engineering,151216.16,-28.0%,2485,149467.35,137595.31,153537.92,137169.28
Datacore - Graviton Physics,120415.49,+1.3%,722,392409.33,120824.07,211780.59,94744.86
Datacore - High Energy Physics,95324.53,+1.8%,1330,155038.45,95324.53,186459.73,158766.44
Datacore - Hydromagnetic Physics,204975.69,+35.5%,2362,225155.84,206830.83,276371.67,185958.07
Datacore - Laser Physics,155615.50,+2.8%,869,155615.50,139841.93,238436.48,92979.97
Datacore - Mechanical Engineering,311725.00,-0.1%,26267,325263.62,295016.02,379021.28,326688.68
