Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.51,-0.8%,20828411438,2.53,2.42,2.56,2.69
Pyerite,5.27,-18.6%,4742949762,5.37,5.01,5.16,5.76
Mexallon,26.62,-11.8%,1526771300,26.94,25.89,25.28,27.99
Isogen,50.77,-3.1%,362836500,51.42,48.11,50.05,52.96
Nocxium,114.61,+10.1%,104129826,113.22,119.81,139.19,117.57
Zydrine,1363.40,+11.4%,24080606,1359.36,1383.97,1453.67,1317.49
Megacyte,2859.49,+4.9%,8347820,2846.93,2926.47,2922.92,2911.10
Morphite,5763.24,+2.4%,608524,5749.89,5862.53,5222.20,5519.67
,,,,,,,
Fuel,,,,,,,
Coolant,1186.16,+4.3%,9461159,1139.76,1660.63,1838.52,1175.31
Enriched Uranium,5340.97,-0.8%,4315459,5470.70,5310.02,5120.60,5300.02
Heavy Water,24.49,+17.3%,45188470,26.43,20.54,23.33,28.90
Helium Isotopes,349.49,-0.6%,17410344,330.90,392.59,393.76,316.31
Hydrogen Isotopes,334.36,+1.5%,133762450,343.26,327.08,340.81,366.35
Nitrogen Isotopes,366.37,-5.3%,21362726,358.43,379.32,474.60,327.05
Oxygen Isotopes,355.80,+3.5%,23543272,348.62,373.30,515.60,343.18
Liquid Ozone,321.15,+1.2%,15651381,307.38,352.17,354.99,277.31
Mechanical Parts,626.08,-2.4%,8378365,623.72,627.20,605.61,643.06
Oxygen,108.33,+0.7%,28137691,109.25,107.42,129.50,112.26
Robotics,6948.25,+3.1%,1536003,7274.45,6848.47,7200.00,6955.19
Strontium Clathrates,744.34,-2.5%,1627789,744.43,657.39,1337.11,602.25
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,126757.61,-5.7%,131061,125523.33,130343.41,126412.29,131462.89
Armor Plates,226051.14,-2.7%,99670,228905.34,213047.48,226380.27,228533.41
Broken Drone Transceiver,48.45,+106.4%,56147,45.17,39.35,100.00,150.36
Burned Logic Circuit,29899.12,+0.3%,395569,29929.11,28404.96,32194.17,30249.52
Charred Micro Circuit,111.14,-1.0%,389922,114.14,61.64,101.74,201.74
Conductive Polymer,57.17,+74.9%,37555,34.13,100.01,100.00,244.48
Contaminated Lorentz Fluid,212.22,-52.9%,64107,245.93,120.14,127.39,225.81
Contaminated Nanite Compound,2229.59,-10.3%,103037,2232.61,2224.66,1931.80,2514.60
Damaged Artificial Neural Network,329.74,+51.6%,96287,323.32,258.12,500.12,409.03
Defective Current Pump,182.44,+4.1%,37004,191.01,158.24,114.79,341.14
Fried Interface Circuit,5248.18,+14.3%,447485,5403.96,4360.16,6027.11,5133.74
Malfunctioning Shield Emitter,382.50,-23.3%,126003,355.64,500.28,300.08,342.25
Melted Capacitor Console,81531.05,-5.1%,38400,81976.34,75852.37,88008.87,77242.21
Scorched Telemetry Processor,182.10,-21.2%,56489,186.34,183.34,100.00,219.72
Smashed Trigger Unit,50.17,+99.3%,308313,49.12,32.98,100.00,155.62
Tangled Power Conduit,280.59,-9.3%,51095,256.38,341.16,100.07,250.00
Thruster Console,88.12,+12.6%,118190,71.80,161.76,100.00,162.10
Tripped Power Circuit,43863.72,-8.8%,312437,44341.30,43243.00,41376.31,45952.97
Ward Console,21794.99,-6.9%,52008,21309.88,22413.56,23301.47,19609.24
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,175939.08,+5.3%,271,174775.68,185006.27,216410.78,135903.67
Datacore - Caldari Starship Engineering,167775.19,-0.5%,1588,155408.42,203163.48,343947.33,148429.17
Datacore - Electromagnetic Physics,96823.84,+1.7%,860,95977.75,106461.36,194639.18,86633.33
Datacore - Electronic Engineering,315910.86,-4.1%,6087,327920.16,299465.27,229694.46,316161.11
Datacore - Gallentean Starship Engineering,205526.12,-6.1%,1833,208711.64,199861.20,118105.08,178345.02
Datacore - Graviton Physics,126225.32,+10.5%,2825,116423.69,136817.59,305272.25,106802.31
Datacore - High Energy Physics,192364.83,-1.2%,2451,190621.50,193510.55,203429.10,189058.16
Datacore - Hydromagnetic Physics,425854.70,+1.4%,2209,423827.98,433471.93,467812.78,397943.93
Datacore - Laser Physics,210537.54,-0.3%,1702,185399.44,292815.05,239116.72,197724.67
Datacore - Mechanical Engineering,378517.95,-0.6%,34520,403800.09,364137.32,366274.37,404750.47
Datacore - Minmatar Starship Engineering,380744.00,+4.4%,7436,436094.56,355643.67,405496.57,430459.27
Datacore - Molecular Engineering,312566.40,-20.9%,2314,327939.47,291341.43,372342.11,272410.78
Datacore - Nanite Engineering,233762.84,-1.4%,1976,236311.58,232293.24,296026.32,187978.77
Datacore - Nuclear Physics,317323.65,-1.4%,4176,324331.43,312679.38,299750.00,358100.40
Datacore - Plasma Physics,183919.39,-2.1%,864,182595.99,211460.78,572440.94,162210.81
Datacore - Quantum Physics,417649.38,-1.3%,2733,407767.60,441725.36,355679.84,380801.93
