Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.56,-0.5%,18690644324,2.60,2.50,2.58,2.67
Pyerite,6.29,-1.8%,4273628119,6.39,6.08,5.81,6.51
Mexallon,26.97,+0.3%,1157826458,27.14,26.70,26.23,28.80
Isogen,49.28,+1.4%,229494719,50.35,47.60,50.62,52.50
Nocxium,98.69,+4.4%,70703399,101.08,95.75,107.98,104.34
Zydrine,1368.89,+3.2%,16732584,1406.53,1308.12,1549.82,1343.81
Megacyte,2665.67,+2.5%,7906278,2698.17,2628.98,2844.01,2753.86
Morphite,5810.13,-6.2%,730974,5868.17,5647.38,9000.00,5808.39
,,,,,,,
Fuel,,,,,,,
Coolant,1117.39,+6.7%,2196066,1096.95,0.00,1915.83,1250.26
Enriched Uranium,5927.17,-8.7%,522915,5925.69,0.00,5999.98,5300.99
Heavy Water,27.12,-4.9%,8285800,26.83,0.00,54.86,23.07
Helium Isotopes,341.44,+8.9%,6160669,337.72,0.00,398.01,335.01
Hydrogen Isotopes,334.05,-5.1%,26088775,334.69,0.00,316.00,352.20
Nitrogen Isotopes,364.56,+2.1%,10120063,364.10,0.00,474.60,322.97
Oxygen Isotopes,386.30,+5.1%,7372447,380.09,0.00,476.34,361.30
Liquid Ozone,364.89,+2.7%,11682382,364.43,0.00,400.00,314.35
Mechanical Parts,680.92,-7.8%,1532742,683.86,0.00,585.76,645.37
Oxygen,107.68,+3.6%,4684257,109.25,101.92,141.00,119.10
Robotics,7019.82,-0.4%,251571,7007.48,0.00,7200.00,6944.31
Strontium Clathrates,848.18,+1.2%,772741,845.60,0.00,1000.00,725.20
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,133261.52,+0.6%,80117,132523.44,137007.70,131000.00,141862.88
Armor Plates,227078.90,-2.7%,65532,228927.86,209007.03,220000.00,234260.82
Broken Drone Transceiver,89.93,-1.0%,33708,91.01,60.00,100.00,147.69
Burned Logic Circuit,31177.55,+0.6%,259237,31282.05,30633.45,31000.00,31332.81
Charred Micro Circuit,134.35,-7.2%,200933,144.15,62.65,100.00,173.18
Conductive Polymer,114.99,-13.0%,52698,115.41,100.01,100.00,136.76
Contaminated Lorentz Fluid,141.41,-8.3%,27304,144.33,110.00,100.00,218.49
Contaminated Nanite Compound,2835.50,-7.8%,62732,2922.95,2014.45,1612.00,2962.53
Damaged Artificial Neural Network,303.87,+0.6%,22847,300.01,0.00,500.00,363.23
Defective Current Pump,202.74,-8.7%,25780,205.06,153.17,140.00,338.57
Fried Interface Circuit,4951.23,-2.4%,249271,5019.71,3996.62,5000.00,4820.32
Malfunctioning Shield Emitter,268.22,-15.1%,40288,267.57,0.00,300.10,372.26
Melted Capacitor Console,84523.75,-3.7%,28238,85150.98,82080.70,75000.00,78318.45
Scorched Telemetry Processor,139.08,-2.2%,18141,139.48,0.00,120.00,243.00
Smashed Trigger Unit,95.79,-5.6%,106333,106.22,21.47,100.00,140.91
Tangled Power Conduit,276.34,-26.0%,22726,278.15,0.00,100.00,521.23
Thruster Console,57.85,+9.6%,61493,51.49,110.68,10.13,271.57
Tripped Power Circuit,44898.97,+0.7%,263611,45594.89,41391.16,43000.00,45474.80
Ward Console,22541.74,+0.5%,21275,22510.14,21428.04,25000.00,19455.79
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,183959.50,-14.7%,469,183959.50,0.00,0.00,161311.55
Datacore - Caldari Starship Engineering,191500.00,+44.1%,397,191500.00,0.00,0.00,147322.86
Datacore - Electromagnetic Physics,103731.20,-9.5%,516,103731.20,0.00,0.00,90547.92
Datacore - Electronic Engineering,307428.01,+4.8%,3748,307428.01,0.00,0.00,279953.91
Datacore - Gallentean Starship Engineering,190702.63,-3.5%,1597,190702.63,0.00,0.00,196129.76
Datacore - Graviton Physics,128299.00,+13.5%,371,128299.00,0.00,0.00,116076.77
