Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.18,-0.8%,26344018898,2.21,2.14,2.09,2.23
Pyerite,3.55,-5.1%,7324950377,3.60,3.45,3.51,3.83
Mexallon,30.54,+0.2%,2134585306,30.57,30.82,29.39,32.48
Isogen,59.21,+0.2%,303488553,59.82,58.31,59.58,63.24
Nocxium,203.92,+8.9%,89605643,221.72,173.45,206.36,216.28
Zydrine,1013.94,-0.3%,20741286,1012.53,1016.21,1077.54,982.05
Megacyte,2327.06,+1.4%,9143652,2331.99,2293.99,2301.67,2305.01
Morphite,4257.14,-2.5%,1664785,4297.40,4008.12,4418.04,3930.41
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,107048.35,-2.4%,135688,106837.85,107595.73,107694.87,116177.02
Armor Plates,260099.10,-0.2%,111707,262176.39,252687.98,251251.57,263212.02
Broken Drone Transceiver,80.83,+23.8%,86362,78.38,100.03,2.01,126.32
Burned Logic Circuit,28280.64,+1.5%,356882,28291.14,28688.73,25062.51,29208.87
Charred Micro Circuit,117.28,-1.7%,345196,118.06,202.84,85.17,315.97
Conductive Polymer,104.52,-84.7%,28582,104.52,27.13,1.00,194.47
Contaminated Lorentz Fluid,65.38,-23.5%,142227,65.38,94.73,15.33,188.37
Contaminated Nanite Compound,1830.47,+1.0%,96480,1897.44,1844.43,1555.31,2342.42
Damaged Artificial Neural Network,147.65,-13.0%,36703,206.26,131.59,52.60,275.96
Defective Current Pump,158.59,-0.0%,22448,158.59,10.09,10.08,244.91
Fried Interface Circuit,3766.90,+2.2%,454576,3877.58,3413.41,3153.08,3895.06
Malfunctioning Shield Emitter,197.25,+1.4%,71165,200.48,128.08,82.11,379.52
Melted Capacitor Console,125727.56,-0.0%,36862,126039.25,122067.70,105443.18,118652.38
Scorched Telemetry Processor,104.35,+0.6%,44691,105.08,43.21,2.39,192.47
Smashed Trigger Unit,58.58,+28.0%,140090,58.58,56.38,11.02,154.04
Tangled Power Conduit,100.46,+1.1%,23403,100.46,56.12,1402.28,244.50
Thruster Console,106.74,-25.1%,136505,106.74,103.60,15.06,166.35
Tripped Power Circuit,81840.83,-2.2%,344503,83185.22,79581.85,77688.86,85807.21
Ward Console,33473.57,-5.9%,10841,30547.60,33799.00,24282.01,29983.21
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,4059.10,-1.4%,0,8839.50,6000.02,3388.78,4059.10
Capacitor Console,20616123.58,-0.5%,78,20616123.58,20281147.60,17347769.25,19832927.94
Conductive Thermoplastic,13520.52,-7.5%,0,19440.98,109092.58,14286.54,13520.52
Current Pump,36255.77,+37.0%,0,35019.31,3209.61,3446.12,36255.77
Drone Transceiver,1751.40,+109.1%,0,10304.76,2991.55,2001.21,1751.40
Enhanced Ward Console,16093390.88,-8.0%,0,15174463.23,14045521.44,13521554.53,16093390.88
Impetus Console,23244.71,-78.4%,0,13522.89,1198.65,5016.17,23244.71
Intact Armor Plates,26122144.26,+7.2%,146,26349798.71,26495435.53,17746434.39,29753355.23
