Type,Index,Change,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.77,-1.0%,32777677642,2.82,2.69,2.75,2.95
Pyerite,7.01,+0.0%,8899774275,7.12,6.80,6.52,7.50
Mexallon,28.70,-1.8%,2118037587,29.15,27.90,27.20,30.56
Isogen,54.58,-0.7%,408128830,55.13,53.58,53.03,55.66
Nocxium,86.75,-0.8%,168313827,86.21,87.94,90.62,82.87
Zydrine,1157.03,-3.5%,26535999,1149.40,1169.01,1325.55,1164.01
Megacyte,2011.78,+4.8%,12532353,1999.58,2019.30,2280.15,2113.71
Morphite,5174.36,+7.0%,1419659,5239.54,4705.41,6709.99,5141.21
,,,,,,,
Fuel,,,,,,,
Coolant,1164.97,-3.1%,3595521,1105.85,1357.84,2143.03,1194.65
Enriched Uranium,5400.25,-1.0%,1704730,5485.46,5341.79,5079.12,5300.89
Heavy Water,19.80,+1.3%,40538471,19.58,20.09,24.98,22.45
Helium Isotopes,404.32,+6.8%,15623194,391.75,464.10,482.98,367.99
Hydrogen Isotopes,436.99,+1.2%,142747446,443.51,429.43,445.83,475.45
Nitrogen Isotopes,467.47,+6.0%,20056435,450.24,492.71,568.40,414.78
Oxygen Isotopes,508.39,-1.5%,20933659,505.98,502.41,559.33,468.00
Liquid Ozone,375.46,+3.3%,31267097,397.55,354.77,412.36,367.40
Mechanical Parts,626.36,+0.2%,3847688,645.98,616.42,590.46,646.64
Oxygen,107.00,+1.1%,14813159,109.25,104.47,103.76,122.88
Robotics,6885.70,+0.5%,711212,6956.95,6817.75,7000.00,6946.06
Strontium Clathrates,1049.58,+0.4%,1907911,1049.84,952.16,1925.01,899.26
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,136760.70,-0.6%,134165,136197.05,138064.75,138043.64,143529.90
Armor Plates,200994.65,-3.4%,108374,200856.20,199021.36,204549.98,205787.32
Broken Drone Transceiver,120.52,+6.5%,87933,130.70,98.31,100.00,171.90
Burned Logic Circuit,30975.07,+1.4%,437065,31555.82,28572.76,31078.57,32335.98
Charred Micro Circuit,180.18,+10.8%,412316,206.00,133.23,73.57,426.41
Conductive Polymer,154.21,+2.9%,50862,160.21,148.80,100.00,110.04
Contaminated Lorentz Fluid,146.00,+9.3%,63488,163.60,71.60,100.00,229.26
Contaminated Nanite Compound,2581.63,-1.8%,136550,2574.19,2506.85,2767.90,3158.88
Damaged Artificial Neural Network,404.68,-3.7%,85638,415.69,342.31,491.50,312.06
Defective Current Pump,162.73,+6.7%,28098,182.21,81.49,101.00,327.88
Fried Interface Circuit,3839.22,-18.6%,508561,3589.84,4136.79,4065.62,4311.35
Malfunctioning Shield Emitter,369.20,+16.6%,86950,355.84,421.18,300.00,481.78
Melted Capacitor Console,98597.68,+2.9%,30161,98212.87,102003.34,97764.71,95606.00
Scorched Telemetry Processor,280.55,+4.0%,89192,302.22,119.64,120.03,271.78
Smashed Trigger Unit,169.41,-9.3%,257136,181.57,127.24,100.00,125.27
Tangled Power Conduit,446.81,-3.5%,107628,457.42,457.68,400.40,291.97
Thruster Console,159.22,-2.3%,102704,165.21,146.68,100.00,215.34
Tripped Power Circuit,38353.92,+1.5%,465788,39524.64,35096.77,36136.35,39281.62
Ward Console,23144.66,+3.3%,59053,23613.79,18404.82,21907.26,19398.69
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,138395.60,-1.3%,1317,131037.03,198000.00,0.00,121722.12
Datacore - Caldari Starship Engineering,156615.11,+1.1%,2064,186441.98,139545.20,350000.00,154861.02
Datacore - Electromagnetic Physics,92237.21,+25.8%,1867,92586.64,91616.06,0.00,87469.73
Datacore - Electronic Engineering,232288.98,+6.4%,7666,224418.49,251758.59,196504.85,201945.78
