Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.32,-4.3%,26095603483,2.35,2.28,2.26,2.50
Pyerite,4.34,-2.4%,5869453511,4.39,4.29,4.62,4.65
Mexallon,29.76,+2.9%,1826221497,29.92,29.44,27.29,35.21
Isogen,55.15,-0.6%,295425922,56.61,51.07,52.70,57.32
Nocxium,149.29,-2.9%,73857723,147.85,159.60,133.79,142.57
Zydrine,1076.47,+5.2%,21880161,1078.22,1072.28,1110.27,1070.46
Megacyte,2375.92,+2.7%,8358790,2383.49,2337.33,2095.30,2312.11
Morphite,3915.72,+9.6%,668944,3967.25,3917.35,4026.13,3959.25
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,123382.25,-2.7%,138389,123830.02,120451.43,117252.72,93993.56
Armor Plates,233380.00,+1.6%,103009,234882.99,224067.50,207889.76,237284.03
Broken Drone Transceiver,92.53,+11.5%,62700,103.15,34.32,104.42,223.80
Burned Logic Circuit,30366.17,-2.4%,423829,30731.87,28423.13,23816.31,31385.83
Charred Micro Circuit,145.43,-48.4%,355183,159.07,91.81,100.97,369.64
Conductive Polymer,139.93,+7.3%,43474,150.15,104.14,104.42,250.85
Contaminated Lorentz Fluid,414.65,-48.1%,121136,436.01,91.11,105.00,288.46
Contaminated Nanite Compound,2860.06,-21.3%,95200,3000.25,2246.02,475.69,3078.48
Damaged Artificial Neural Network,261.88,-4.5%,48558,199.46,679.42,17.32,299.28
Defective Current Pump,152.90,+3.8%,26102,158.68,74.27,112.62,273.80
Fried Interface Circuit,4386.97,-3.1%,430380,4394.50,4346.16,3765.25,4388.24
Malfunctioning Shield Emitter,108.35,-16.7%,72205,112.38,90.08,100.57,431.69
Melted Capacitor Console,111133.66,-0.7%,29990,111662.37,106751.87,83880.57,109004.13
Scorched Telemetry Processor,104.16,+8.5%,35535,112.84,66.52,100.00,267.37
Smashed Trigger Unit,93.49,+8.2%,208047,100.58,57.23,30.36,229.66
Tangled Power Conduit,284.20,+3.2%,30800,293.23,187.70,100.00,358.55
Thruster Console,119.60,+8.8%,92573,130.08,12.96,100.00,275.97
Tripped Power Circuit,67319.81,+3.6%,436876,68412.62,62652.50,45991.02,71360.40
Ward Console,26277.82,-4.6%,61994,26268.31,26842.76,27637.68,24773.91
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5536.08,+13.2%,529,4919.08,4858.35,1555.42,6266.25
Capacitor Console,19628836.59,-1.3%,85,19439002.26,19743778.02,12241179.40,21217966.39
Conductive Thermoplastic,66310.47,-35.7%,70,26453.10,164263.37,3001.08,16397.34
Current Pump,29577.85,-32.4%,85,29780.74,9980.55,3201.63,37381.93
Drone Transceiver,3881.95,-4.5%,124,3708.99,17899.13,2001.09,4010.82
Enhanced Ward Console,15453364.11,+6.8%,125,15767511.13,14766001.28,12222422.68,15674533.26
Impetus Console,11826.45,+61.8%,217,12187.33,7548.39,7911.59,11967.48
Intact Armor Plates,21924284.43,-0.3%,146,21855432.75,23387569.92,18453043.01,24767777.24
Intact Shield Emitter,590499.33,+32.6%,111,653567.82,538813.58,207588.55,749271.52
Interface Circuit,83043.39,+31.9%,868,71232.58,107073.27,53822.20,64229.49
Logic Circuit,151230.16,+4.5%,861,158159.44,107695.23,111863.50,153187.62
Lorentz Fluid,8041.70,-62.4%,160,3024.38,14082.95,4206.64,2597.57
Micro Circuit,5736.72,+285.0%,558,6098.83,9393.79,5446.39,6632.08
Nanite Compound,34390.27,+4.7%,140,36920.27,71550.11,19751.32,51690.26
Power Circuit,1160027.89,-2.0%,1093,1157797.04,1147960.11,1016396.99,1293359.23
Power Conduit,112216.29,-98.2%,276,120528.67,39305.53,23908.76,32630.38
Single-crystal Superalloy I-beam,5820524.71,-1.6%,286,5881866.87,5681263.55,4479579.04,5817508.90
Telemetry Processor,67971.32,+32.4%,87,83358.26,73761.84,22004.07,119363.72
Trigger Unit,46927.60,+42.6%,387,53103.05,11495.53,4050.01,31937.57
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,315.93,+4.4%,14495840,313.09,239.80,372.98,327.89
Hydrogen Isotopes,332.79,+1.8%,86562863,343.22,322.21,339.56,350.24
Nitrogen Isotopes,328.73,-4.8%,16329319,328.73,363.64,377.49,306.72
Oxygen Isotopes,404.49,-4.1%,18048332,400.98,415.40,377.04,368.16
Heavy Water,20.24,+3.7%,23287778,21.43,19.49,24.39,22.28
Liquid Ozone,262.30,-7.0%,16250243,253.29,285.24,339.32,230.95
Strontium Clathrates,402.93,-25.8%,3157439,407.61,365.59,575.45,353.15
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,9369.10,+33.4%,1792021,9302.16,9538.65,4190.62,9563.00
Enriched Uranium,8355.93,-16.2%,642907,8502.76,8064.11,12635.77,8897.72
Mechanical Parts,4311.83,-7.2%,640347,4230.43,4469.37,6958.20,4083.74
Oxygen,187.03,-1.1%,4957421,190.21,197.93,189.35,218.11
Robotics,24132.79,+9.9%,201112,24181.95,24488.63,22978.87,23691.59
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,150032.31,+229.9%,0,165234.92,207457.99,203073.44,150032.31
Datacore - Caldari Starship Engineering,104785.01,+52.7%,0,127245.83,145453.18,241447.83,104785.01
Datacore - Electromagnetic Physics,63666.10,-5.8%,0,94157.58,71670.60,197289.16,63666.10
