Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.38,+1.4%,25186535050,2.40,2.34,2.50,2.49
Pyerite,4.54,+3.4%,6735502749,4.59,4.46,4.04,4.84
Mexallon,26.93,-0.3%,1741557704,27.16,26.61,22.55,28.56
Isogen,50.60,+2.2%,239706337,51.64,48.57,44.97,52.88
Nocxium,124.92,+5.6%,60995678,126.15,122.85,120.51,121.60
Zydrine,1011.84,-5.6%,24049930,1016.21,1038.93,1153.23,999.97
Megacyte,2099.47,-4.7%,8737939,2117.83,2131.60,2122.34,2209.22
Morphite,4228.46,+5.5%,903539,4242.96,4196.40,5185.01,4110.29
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,123379.15,+1.3%,142398,124340.63,122051.20,117582.68,129487.45
Armor Plates,228544.74,+0.5%,119923,230646.41,227454.07,204792.00,231559.81
Broken Drone Transceiver,90.81,+10.1%,31002,94.00,49.13,100.00,229.89
Burned Logic Circuit,30210.04,-2.0%,415985,31011.49,29518.92,23499.71,31638.74
Charred Micro Circuit,140.33,-2.5%,442104,148.52,128.42,100.00,401.24
Conductive Polymer,142.53,-29.8%,16561,147.10,51.11,101.96,241.09
Contaminated Lorentz Fluid,174.43,-39.8%,28078,203.76,100.93,102.96,254.93
Contaminated Nanite Compound,2860.02,+1.9%,97455,2949.92,2136.95,114.67,3019.63
Damaged Artificial Neural Network,148.62,+1.1%,33011,148.62,121.26,400.00,326.68
Defective Current Pump,161.22,-1.9%,34281,158.41,184.43,100.00,315.85
Fried Interface Circuit,4683.55,-5.3%,435306,4753.64,4440.04,3697.28,5001.82
Malfunctioning Shield Emitter,213.69,-48.5%,57785,213.69,125.07,100.00,382.45
Melted Capacitor Console,92757.11,+0.2%,36058,93031.16,89773.00,87041.04,88678.21
Scorched Telemetry Processor,86.39,+22.7%,38426,102.15,93.20,100.00,211.54
Smashed Trigger Unit,130.99,-1.5%,255245,139.17,40.36,100.00,289.35
Tangled Power Conduit,525.93,-43.0%,14463,259.93,1107.24,120.06,331.06
Thruster Console,104.17,+0.1%,76096,104.17,40.20,100.00,314.58
Tripped Power Circuit,52966.18,-1.2%,411870,54921.29,45411.27,48297.60,55250.46
Ward Console,26904.73,+4.4%,48867,26999.57,26518.42,25000.02,25092.50
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5829.61,+6.4%,282,6164.96,1612.44,1711.60,6697.80
Capacitor Console,19497133.48,-0.9%,123,19825854.53,17216014.02,11263161.64,19757452.14
