Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.19,-4.5%,28166202725,2.21,2.16,2.14,2.39
Pyerite,3.64,-6.2%,7276449843,3.66,3.59,3.48,3.98
Mexallon,31.35,-4.8%,1997008667,31.92,30.98,28.99,34.01
Isogen,59.23,+0.2%,257223179,60.34,56.67,62.11,61.44
Nocxium,160.87,+21.2%,55623209,159.36,156.82,180.79,154.14
Zydrine,1038.19,+10.3%,19119782,1031.44,1052.39,1074.40,994.48
Megacyte,2310.56,+7.8%,8126943,2315.62,2267.21,2273.61,2315.24
Morphite,4106.60,-2.5%,1571402,4096.51,3867.72,4418.04,3884.35
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,109809.64,-1.9%,74319,108073.81,106651.72,104431.56,118355.54
Armor Plates,255231.68,-2.1%,91712,256778.41,248964.54,244508.46,261482.10
Broken Drone Transceiver,97.20,+2.9%,63252,100.25,100.03,2.01,175.12
Burned Logic Circuit,29636.93,-2.1%,433827,29889.94,28662.66,27067.00,29985.21
Charred Micro Circuit,119.31,-28.6%,307716,108.86,202.84,85.16,284.06
Conductive Polymer,144.53,+3.8%,100608,150.04,27.13,1.00,191.94
Contaminated Lorentz Fluid,184.06,-46.1%,58236,172.36,94.73,15.33,111.26
Contaminated Nanite Compound,2001.88,+1.8%,133670,2032.37,1834.80,1555.31,2538.71
Damaged Artificial Neural Network,145.70,-12.0%,39778,154.66,127.59,52.60,219.73
Defective Current Pump,150.61,+5.3%,47183,158.57,10.09,10.08,225.19
Fried Interface Circuit,3633.33,+10.1%,152190,4034.29,3210.21,3204.19,3859.22
Malfunctioning Shield Emitter,157.20,-47.7%,41086,169.71,128.08,82.11,303.18
Melted Capacitor Console,125005.25,+0.8%,22565,125655.97,123140.51,105443.18,121487.85
Scorched Telemetry Processor,77.08,-87.0%,8454,111.37,43.21,2.39,190.59
Smashed Trigger Unit,47.36,+22.5%,183877,47.51,56.38,11.02,123.94
Tangled Power Conduit,141.71,-29.4%,50645,100.01,56.12,1402.28,237.16
Thruster Console,123.41,+56.2%,117004,128.81,103.60,15.06,263.56
Tripped Power Circuit,80060.55,-1.6%,164716,80804.15,77343.25,77274.77,87143.73
Ward Console,31274.56,-10.2%,44563,30973.86,34467.74,24282.01,30807.39
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,3705.85,+8.0%,0,8839.50,6000.02,3388.78,3705.85
Capacitor Console,21947910.51,-4.3%,0,21843759.82,20281147.60,17347769.25,21947910.51
Conductive Thermoplastic,27156.72,-54.0%,0,19440.98,109092.58,14286.54,27156.72
Current Pump,58002.27,-14.4%,0,35019.31,3209.61,3446.12,58002.27
Drone Transceiver,2233.47,+64.0%,0,10304.76,2991.55,2001.21,2233.47
Enhanced Ward Console,16120341.93,-8.2%,0,15174463.23,14045521.44,13521554.53,16120341.93
Impetus Console,9055.72,-44.6%,148,13522.89,1198.65,5016.17,28664.26
Intact Armor Plates,25858695.25,-34.2%,103,26603225.99,25989295.08,17746434.39,31778096.96
Intact Shield Emitter,850228.59,-23.2%,0,660308.32,579491.30,407423.46,850228.59
Interface Circuit,70309.70,-71.1%,869,66118.56,72624.96,124472.60,65643.01
Logic Circuit,138658.37,-35.1%,0,83447.74,119787.30,16004.43,138658.37
Lorentz Fluid,1787.96,-15.9%,129,2611.87,5.26,1503.08,2867.08
Micro Circuit,3312.92,-100.0%,550,3427.34,7033.35,6792.81,4715.69
Nanite Compound,35035.31,+12.6%,0,39665.34,2001.70,20058.83,35035.31
Power Circuit,1289569.36,+16.3%,889,1262533.25,1234149.76,1424453.12,1632787.64
Power Conduit,38884.37,-93.9%,0,15154.84,67484.34,11720.17,38884.37
Single-crystal Superalloy I-beam,5909303.63,+5.8%,239,5855837.71,5892845.79,4656669.02,6122545.05
Telemetry Processor,15145.69,-76.9%,75,20280.96,137628.27,3500.07,74178.25
Trigger Unit,41041.98,+26.3%,0,49623.01,33477.29,6456.53,41041.98
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,357.00,-6.7%,14656600,348.80,334.95,449.18,317.96
Hydrogen Isotopes,299.29,+0.2%,80924333,300.66,297.85,306.96,317.13
Nitrogen Isotopes,309.96,+9.4%,17966681,307.43,347.78,364.48,287.11
Oxygen Isotopes,330.30,-3.1%,20512327,324.60,333.63,413.68,309.50
Heavy Water,17.87,+0.7%,22202073,17.54,18.13,15.22,20.73
